R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
8.2E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,3.0,2.3E-6,0.0,0.0,0.0,31000.0,1.0,5.0E8,
5.1E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,5.0,4.5E-5,0.0,0.0,0.0,65000.0,1.0,5.0E8,
5.0E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,7.0,1.7E-4,0.0,0.0,0.0,88000.0,1.0,5.0E8,
5.0E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,9.0,3.7E-4,0.0,0.0,0.0,110000.0,1.0,5.0E8,
1.5E-34,7.1,3199999.9999999995,86000.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3299999.9999999995,68.0,0.79,0.79,0.0,10.0,0.0013,0.0,0.0,0.0,120000.0,1.0,5.0E8,
6.2E-35,3.0,3199999.9999999995,33000.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3199999.9999999995,29.0,0.44,0.44,0.0,11.0,7.7E-4,0.0,0.0,0.0,130000.0,1.0,5.0E8,
8.6E-36,0.42,3099999.9999999995,110.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,4.0,0.22,0.22,0.0,15.0,1.4E-4,0.0,0.0,0.0,140000.0,1.0,5.0E8,
8.6E-36,0.42,3099999.9999999995,110.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,4.0,0.22,0.22,0.0,17.0,2.1E-4,0.0,0.0,0.0,150000.0,1.0,5.0E8,
8.6E-36,0.42,3099999.9999999995,110.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,4.0,0.22,0.22,0.0,17.0,3.3E-4,0.0,0.0,0.0,160000.0,1.0,5.0E8,
8.6E-36,0.42,3099999.9999999995,110.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,4.0,0.22,0.22,0.0,17.0,5.2E-4,0.0,0.0,0.0,170000.0,1.0,5.0E8,
8.6E-36,0.42,3099999.9999999995,110.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,4.0,0.22,0.22,0.0,18.0,8.1E-4,0.0,0.0,0.0,190000.0,1.0,5.0E8,
8.6E-36,0.42,3099999.9999999995,110.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,4.0,0.22,0.22,0.0,20.0,0.0012,0.0,0.0,0.0,200000.0,1.0,5.0E8,
8.5E-36,0.41,3099999.9999999995,110.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,4.0,0.21,0.21,0.0,23.0,0.0019,0.0,0.0,0.0,220000.0,1.0,5.0E8,
8.5E-36,0.41,3099999.9999999995,110.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,4.0,0.21,0.21,0.0,23.0,0.0028,0.0,0.0,0.0,230000.0,1.0,5.0E8,
