FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
7.81339E-5,8.01567,8.28137E-5,0.107594,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,4.70923E-7,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,7.11394,0.0,0.0,36.6871,0.0,201.0,489932.0,
0.01532,8.00022,0.0155281,0.107595,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,1.9637E-6,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.86766,0.0,0.0,65.4466,0.0,301.0,489932.0,
0.178511,7.80184,0.213896,0.107598,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,4.43797E-6,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.74043,0.0,0.0,88.0643,0.0,401.0,489932.0,
0.422528,7.19341,0.822313,0.1076,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,7.14502E-6,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.66135,0.0,0.0,105.852,0.0,501.0,489932.0,
0.472908,6.34774,1.66801,0.107603,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,9.37367E-6,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.60792,0.0,0.0,119.84,0.0,601.0,489932.0,
0.427631,5.49016,2.52557,0.107604,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,1.10667E-5,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.57008,0.0,0.0,130.842,0.0,701.0,489932.0,
0.369237,4.70756,3.30816,0.107606,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,1.23806E-5,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.54248,0.0,0.0,139.493,0.0,801.0,489932.0,
0.315618,4.01999,3.99575,0.107607,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,1.34481E-5,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.52194,0.0,0.0,146.298,0.0,901.0,489932.0,
0.268969,3.42538,4.59035,0.107607,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,1.43553E-5,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.50644,0.0,0.0,151.649,0.0,1001.0,489932.0,
0.2289,2.91503,5.10071,0.107608,34483.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5473E-24,1.51558E-5,34483.6,0.0,0.0,0.0,1.0,2.18793E-21,0.0,0.0,6.49463,0.0,0.0,155.857,0.0,1101.0,489932.0,
