FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
1.59E-4,0.00202721,10.0658,0.0945895,16008.0,10189.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31E-5,0.0567988,26197.1,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.59227,0.0,0.0,96.1571,0.0,1.0,379968.0,
1.59E-4,0.00202721,10.0658,0.0945895,16008.0,10189.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31E-5,0.0567988,26197.1,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.59227,0.0,0.0,96.1571,0.0,101.0,379968.0,
1.59E-4,0.00202721,10.0658,0.0945895,16008.0,10189.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31E-5,0.0567988,26197.1,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.59227,0.0,0.0,96.1571,0.0,201.0,379968.0,
1.59E-4,0.00202721,10.0658,0.0945895,16008.0,10189.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31E-5,0.0567988,26197.1,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.59227,0.0,0.0,96.1571,0.0,301.0,379968.0,
1.55959E-5,6.66559E-4,3.09574,0.0290887,0.0,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35971E-6,0.00565841,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.60593,0.0,0.0,11.4548,0.0,401.0,50265.5,
1.55959E-5,6.66559E-4,3.09574,0.0290887,0.0,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35971E-6,0.00565841,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.60593,0.0,0.0,11.4548,0.0,501.0,50265.5,
1.55959E-5,6.66559E-4,3.09574,0.0290887,0.0,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35971E-6,0.00565841,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.60593,0.0,0.0,11.4548,0.0,601.0,50265.5,
1.55959E-5,6.66559E-4,3.09574,0.0290887,0.0,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35971E-6,0.00565841,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.60593,0.0,0.0,11.4548,0.0,701.0,50265.5,
1.55959E-5,6.66559E-4,3.09574,0.0290887,0.0,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35971E-6,0.00565841,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.60593,0.0,0.0,11.4548,0.0,801.0,50265.5,
1.55959E-5,6.66559E-4,3.09574,0.0290887,0.0,7539.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35971E-6,0.00565841,7539.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.60593,0.0,0.0,11.4548,0.0,901.0,50265.5,
1.05749E-6,0.69426,0.224791,0.0467688,22501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76931E-10,1.83282E-5,22501.6,0.0,0.0,0.0,1.0,5.6873E-4,0.0,0.0,7.3615,0.0,0.0,12.1802,0.0,1101.0,302988.0,
1.05749E-6,0.69426,0.224791,0.0467688,22501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76931E-10,1.83282E-5,22501.6,0.0,0.0,0.0,1.0,5.6873E-4,0.0,0.0,7.36064,0.0,0.0,12.1802,0.0,1201.0,302382.0,
1.05749E-6,0.69426,0.224791,0.0467688,22501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76931E-10,1.83282E-5,22501.6,0.0,0.0,0.0,1.0,5.6873E-4,0.0,0.0,7.36064,0.0,0.0,12.1802,0.0,1301.0,302382.0,
1.05749E-6,0.69426,0.224791,0.0467688,22501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76931E-10,1.83282E-5,22501.6,0.0,0.0,0.0,1.0,5.6873E-4,0.0,0.0,7.36064,0.0,0.0,12.1802,0.0,1401.0,302382.0,
1.05749E-6,0.69426,0.224791,0.0467688,22501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76931E-10,1.83282E-5,22501.6,0.0,0.0,0.0,1.0,5.6873E-4,0.0,0.0,7.36064,0.0,0.0,12.1802,0.0,1501.0,302382.0,
1.05749E-6,0.69426,0.224791,0.0467688,22501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76931E-10,1.83282E-5,22501.6,0.0,0.0,0.0,1.0,5.6873E-4,0.0,0.0,7.36064,0.0,0.0,12.1802,0.0,1601.0,302382.0,
1.05749E-6,0.69426,0.224791,0.0467688,22501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76931E-10,1.83282E-5,22501.6,0.0,0.0,0.0,1.0,5.6873E-4,0.0,0.0,7.36064,0.0,0.0,12.1802,0.0,1701.0,302382.0,
