tick 1.0
endosome0x,initOrgProp,area,22483.93157,volume,194189.7229,xcoor,0.0,ycoor,0.0,
endosome11j,initOrgProp,area,15510.49261,volume,133007.9826,xcoor,0.0,ycoor,0.0,
endosome11j,initRabContent,RabC,15510.49261
endosome11j,initMembraneContent,ovaEn,0.0,exCxEn,0.009535161,R-TfaEn,3.43E-36,oMHCIEn,0.042144283,membraneMarker,0.0,cMHCIEn,1.03324082,pepMHCIEn,0.0,REn,0.016338367,imCxEn,0.009535161
endosome11j,initSolubleContent,mvb,0.0,protonEn,6.675260268,pepEn,0.0,TfaEn,7.33E-5,solubleMarker,0.0
endosome12F,initOrgProp,area,13789.66047,volume,124511.5836,xcoor,0.0,ycoor,0.0,
endosome12F,initRabContent,RabI,13789.66047
endosome12F,initMembraneContent,ovaEn,0.0,exCxEn,2.12E-5,R-TfaEn,6.98E-41,oMHCIEn,6.68E-8,membraneMarker,0.0,cMHCIEn,2.37E-5,pepMHCIEn,0.0,REn,3.33E-7,imCxEn,2.12E-5
endosome12F,initSolubleContent,mvb,0.0,protonEn,4.9697056,pepEn,0.0,TfaEn,8.53E-8,solubleMarker,0.0
endosome13E,initOrgProp,area,153381.1853,volume,5358521.641,xcoor,0.0,ycoor,0.0,
endosome13E,initRabContent,RabA,127510.7174,RabB,25870.46791
endosome13E,initMembraneContent,ovaEn,0.0,exCxEn,7.01E-7,R-TfaEn,5.69E-35,oMHCIEn,0.397106938,membraneMarker,0.0,cMHCIEn,20.97453071,pepMHCIEn,0.0,REn,0.271000187,imCxEn,7.01E-7
endosome13E,initSolubleContent,mvb,23.10548465,protonEn,531.4430329,pepEn,0.0,TfaEn,0.015167955,solubleMarker,0.0
endosome14D,initOrgProp,area,13841.63634,volume,120059.4444,xcoor,0.0,ycoor,0.0,
endosome14D,initRabContent,RabI,2768.327268,RabG,8858.647257,RabH,2214.661814
endosome14D,initMembraneContent,ovaEn,0.0,exCxEn,0.007846044,R-TfaEn,6.68E-40,oMHCIEn,6.64E-6,membraneMarker,0.0,cMHCIEn,1.92E-4,pepMHCIEn,0.0,REn,3.18E-6,imCxEn,0.007846044
endosome14D,initSolubleContent,mvb,0.0,protonEn,4.75944253,pepEn,0.0,TfaEn,5.04E-6,solubleMarker,0.0
endosome15n,initOrgProp,area,13823.00768,volume,125663.7061,xcoor,0.0,ycoor,0.0,
endosome15n,initRabContent,RabI,13823.00768
endosome15n,initMembraneContent,ovaEn,0.0,exCxEn,0.177140346,R-TfaEn,8.16E-39,oMHCIEn,3.83E-5,membraneMarker,0.0,cMHCIEn,0.002613796,pepMHCIEn,0.0,REn,3.88E-5,imCxEn,0.177140346
endosome15n,initSolubleContent,mvb,0.0,protonEn,5.350176422,pepEn,0.0,TfaEn,1.61E-5,solubleMarker,0.0
endosome16u,initOrgProp,area,17853.90719,volume,158614.8638,xcoor,0.0,ycoor,0.0,
endosome16u,initRabContent,RabI,2764.601535,RabG,1769.344983,RabH,2211.681228,RabE,5661.903944,RabF,1415.475986,RabC,4030.899511
endosome16u,initMembraneContent,ovaEn,0.0,exCxEn,0.004983638,R-TfaEn,1.32E-36,oMHCIEn,0.016476295,membraneMarker,0.0,cMHCIEn,0.43102754,pepMHCIEn,0.0,REn,0.006294113,imCxEn,0.004983638
endosome16u,initSolubleContent,mvb,0.0,protonEn,8.054656492,pepEn,0.0,TfaEn,7.62E-5,solubleMarker,0.0
endosome17a,initOrgProp,area,23876.10417,volume,226194.6711,xcoor,0.0,ycoor,0.0,
endosome17a,initRabContent,RabD,23876.10417
endosome17a,initMembraneContent,ovaEn,0.0,exCxEn,4.68E-5,R-TfaEn,6.13E-39,oMHCIEn,0.003530657,membraneMarker,0.0,cMHCIEn,0.002071853,pepMHCIEn,0.0,REn,2.92E-5,imCxEn,4.68E-5
endosome17a,initSolubleContent,mvb,0.0,protonEn,13.33738854,pepEn,0.0,TfaEn,3.41E-4,solubleMarker,0.0
endosome18y,initOrgProp,area,21086.85201,volume,186778.9283,xcoor,0.0,ycoor,0.0,
endosome18y,initRabContent,RabE,21086.85201
endosome18y,initMembraneContent,ovaEn,0.0,exCxEn,5.01E-4,R-TfaEn,2.29E-38,oMHCIEn,7.7E-5,membraneMarker,0.0,cMHCIEn,0.007205205,pepMHCIEn,0.0,REn,1.09E-4,imCxEn,5.01E-4
endosome18y,initSolubleContent,mvb,0.0,protonEn,8.750736533,pepEn,0.0,TfaEn,4.73E-5,solubleMarker,0.0
endosome19J,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome19J,initRabContent,RabG,7539.822369
endosome19J,initMembraneContent,ovaEn,0.0,exCxEn,1.9E-4,R-TfaEn,1.72E-39,oMHCIEn,1.31E-4,membraneMarker,0.0,cMHCIEn,5.43E-4,pepMHCIEn,0.0,REn,8.2E-6,imCxEn,1.9E-4
endosome19J,initSolubleContent,mvb,0.0,protonEn,2.306830308,pepEn,0.0,TfaEn,1.39E-5,solubleMarker,0.0
endosome20t,initOrgProp,area,15053.99154,volume,136480.7089,xcoor,0.0,ycoor,0.0,
endosome20t,initRabContent,RabI,3010.798307,RabH,12043.19323
endosome20t,initMembraneContent,ovaEn,0.0,exCxEn,0.542547527,R-TfaEn,6.15E-39,oMHCIEn,6.78E-5,membraneMarker,0.0,cMHCIEn,0.00195944,pepMHCIEn,0.0,REn,2.93E-5,imCxEn,0.542547527
endosome20t,initSolubleContent,mvb,0.0,protonEn,7.612357608,pepEn,0.0,TfaEn,5.52E-5,solubleMarker,0.0
endosome21z,initOrgProp,area,12332.82314,volume,105124.5378,xcoor,0.0,ycoor,0.0,
endosome21z,initRabContent,RabB,12332.82314
endosome21z,initMembraneContent,ovaEn,0.0,exCxEn,0.002107853,R-TfaEn,2.38E-36,oMHCIEn,1.97E-5,membraneMarker,0.0,cMHCIEn,0.765756773,pepMHCIEn,0.0,REn,0.011356898,imCxEn,0.002107853
endosome21z,initSolubleContent,mvb,0.0,protonEn,5.050859868,pepEn,0.0,TfaEn,5.73E-5,solubleMarker,0.0
endosome22D,initOrgProp,area,16297.26412,volume,136226.6331,xcoor,0.0,ycoor,0.0,
endosome22D,initRabContent,RabB,13288.34421,RabC,3008.91991
endosome22D,initMembraneContent,ovaEn,0.0,exCxEn,0.006222688,R-TfaEn,5.42E-36,oMHCIEn,2.51E-8,membraneMarker,0.0,cMHCIEn,1.778873973,pepMHCIEn,0.0,REn,0.025829606,imCxEn,0.006222688
endosome22D,initSolubleContent,mvb,0.0,protonEn,9.050570142,pepEn,0.0,TfaEn,1.8E-4,solubleMarker,0.0
endosome23f,initOrgProp,area,18595.26068,volume,153817.5053,xcoor,0.0,ycoor,0.0,
endosome23f,initRabContent,RabA,18595.26068,RabB,0.0
endosome23f,initMembraneContent,ovaEn,0.0,exCxEn,1.12E-6,R-TfaEn,1.85E-41,oMHCIEn,0.00345164,membraneMarker,0.0,cMHCIEn,6.27E-6,pepMHCIEn,0.0,REn,8.82E-8,imCxEn,1.12E-6
endosome23f,initSolubleContent,mvb,0.0,protonEn,7.446620057,pepEn,0.0,TfaEn,1.44E-4,solubleMarker,0.0
endosome24V,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome24V,initRabContent,RabG,7539.822369
endosome24V,initMembraneContent,ovaEn,0.0,exCxEn,4.68E-5,R-TfaEn,1.48E-39,oMHCIEn,1.37E-4,membraneMarker,0.0,cMHCIEn,4.66E-4,pepMHCIEn,0.0,REn,7.03E-6,imCxEn,4.68E-5
endosome24V,initSolubleContent,mvb,0.0,protonEn,2.304070855,pepEn,0.0,TfaEn,1.39E-5,solubleMarker,0.0
endosome25O,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome25O,initRabContent,RabH,7539.822369
endosome25O,initMembraneContent,ovaEn,0.0,exCxEn,1.9E-4,R-TfaEn,1.72E-39,oMHCIEn,1.31E-4,membraneMarker,0.0,cMHCIEn,5.43E-4,pepMHCIEn,0.0,REn,8.2E-6,imCxEn,1.9E-4
endosome25O,initSolubleContent,mvb,0.0,protonEn,2.306830308,pepEn,0.0,TfaEn,1.39E-5,solubleMarker,0.0
endosome26z,initOrgProp,area,17853.90719,volume,158614.8638,xcoor,0.0,ycoor,0.0,
endosome26z,initRabContent,RabC,17853.90719
endosome26z,initMembraneContent,ovaEn,0.0,exCxEn,0.002821093,R-TfaEn,5.83E-36,oMHCIEn,0.072728658,membraneMarker,0.0,cMHCIEn,1.902615552,pepMHCIEn,0.0,REn,0.02778309,imCxEn,0.002821093
endosome26z,initSolubleContent,mvb,0.0,protonEn,8.054656492,pepEn,0.0,TfaEn,7.62E-5,solubleMarker,0.0
endosome27o,initOrgProp,area,20115.27155,volume,185339.8931,xcoor,0.0,ycoor,0.0,
endosome27o,initRabContent,RabE,20115.27155
endosome27o,initMembraneContent,ovaEn,0.0,exCxEn,4.9E-4,R-TfaEn,1.88E-38,oMHCIEn,8.38E-5,membraneMarker,0.0,cMHCIEn,0.005935231,pepMHCIEn,0.0,REn,8.96E-5,imCxEn,4.9E-4
endosome27o,initSolubleContent,mvb,0.0,protonEn,9.24518528,pepEn,0.0,TfaEn,5.51E-5,solubleMarker,0.0
endosome28V,initOrgProp,area,13823.00768,volume,125663.7061,xcoor,0.0,ycoor,0.0,
endosome28V,initRabContent,RabA,1382.300768,RabD,12440.70691
endosome28V,initMembraneContent,ovaEn,0.0,exCxEn,3.33E-5,R-TfaEn,4.15E-38,oMHCIEn,0.004019062,membraneMarker,0.0,cMHCIEn,0.013023232,pepMHCIEn,0.0,REn,1.98E-4,imCxEn,3.33E-5
endosome28V,initSolubleContent,mvb,0.0,protonEn,5.17252595,pepEn,0.0,TfaEn,1.45E-4,solubleMarker,0.0
endosome29M,initOrgProp,area,13322.6893,volume,113818.6902,xcoor,0.0,ycoor,0.0,
endosome29M,initRabContent,RabB,10869.15596,RabC,2453.533346
endosome29M,initMembraneContent,ovaEn,0.0,exCxEn,0.003690662,R-TfaEn,2.79E-36,oMHCIEn,5.38E-6,membraneMarker,0.0,cMHCIEn,0.915004109,pepMHCIEn,0.0,REn,0.013306993,imCxEn,0.003690662
endosome29M,initSolubleContent,mvb,0.0,protonEn,5.088664798,pepEn,0.0,TfaEn,6.79E-5,solubleMarker,0.0
endosome30n,initOrgProp,area,13580.68923,volume,120864.3677,xcoor,0.0,ycoor,0.0,
endosome30n,initRabContent,RabI,2716.137846,RabG,8691.641106,RabH,2172.910277
endosome30n,initMembraneContent,ovaEn,0.0,exCxEn,0.031193822,R-TfaEn,5.04E-39,oMHCIEn,7.84E-6,membraneMarker,0.0,cMHCIEn,0.001568,pepMHCIEn,0.0,REn,2.4E-5,imCxEn,0.031193822
endosome30n,initSolubleContent,mvb,0.0,protonEn,5.226860663,pepEn,0.0,TfaEn,2.54E-5,solubleMarker,0.0
endosome31e,initOrgProp,area,138378.6298,volume,1173270.349,xcoor,0.0,ycoor,0.0,
endosome31e,initRabContent,RabA,0.0,RabB,136619.1789,RabC,1759.450909
endosome31e,initMembraneContent,ovaEn,0.0,exCxEn,0.02363522,R-TfaEn,4.0E-35,oMHCIEn,0.005268951,membraneMarker,0.0,cMHCIEn,13.68782957,pepMHCIEn,0.0,REn,0.190636207,imCxEn,0.02363522
endosome31e,initSolubleContent,mvb,0.0,protonEn,56.61310307,pepEn,0.0,TfaEn,0.001048773,solubleMarker,0.0
endosome32Q,initOrgProp,area,13891.85128,volume,121452.1779,xcoor,0.0,ycoor,0.0,
endosome32Q,initRabContent,RabA,7162.83125,RabB,6729.02003,RabC,0.0
endosome32Q,initMembraneContent,ovaEn,0.0,exCxEn,0.003452093,R-TfaEn,2.44E-36,oMHCIEn,4.91E-5,membraneMarker,0.0,cMHCIEn,0.726865833,pepMHCIEn,0.0,REn,0.01161734,imCxEn,0.003452093
endosome32Q,initSolubleContent,mvb,0.0,protonEn,2.923924898,pepEn,0.0,TfaEn,5.12E-5,solubleMarker,0.0
endosome33F,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome33F,initRabContent,RabH,7539.822369
endosome33F,initMembraneContent,ovaEn,0.0,exCxEn,8.78E-5,R-TfaEn,7.58E-39,oMHCIEn,2.82E-5,membraneMarker,0.0,cMHCIEn,0.002392926,pepMHCIEn,0.0,REn,3.61E-5,imCxEn,8.78E-5
endosome33F,initSolubleContent,mvb,0.0,protonEn,2.173662724,pepEn,0.0,TfaEn,7.37E-6,solubleMarker,0.0
endosome34e,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome34e,initRabContent,RabE,7539.822369
endosome34e,initMembraneContent,ovaEn,0.0,exCxEn,1.69E-4,R-TfaEn,5.32E-39,oMHCIEn,6.38E-5,membraneMarker,0.0,cMHCIEn,0.001680452,pepMHCIEn,0.0,REn,2.53E-5,imCxEn,1.69E-4
endosome34e,initSolubleContent,mvb,0.0,protonEn,2.294770739,pepEn,0.0,TfaEn,1.16E-5,solubleMarker,0.0
endosome35T,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome35T,initRabContent,RabB,6147.765304,RabC,1392.057064
endosome35T,initMembraneContent,ovaEn,0.0,exCxEn,0.00336813,R-TfaEn,2.62E-36,oMHCIEn,3.65E-6,membraneMarker,0.0,cMHCIEn,0.819325526,pepMHCIEn,0.0,REn,0.012463235,imCxEn,0.00336813
endosome35T,initSolubleContent,mvb,0.0,protonEn,2.821438735,pepEn,0.0,TfaEn,5.78E-5,solubleMarker,0.0
endosome36V,initOrgProp,area,17592.91886,volume,150796.4474,xcoor,0.0,ycoor,0.0,
endosome36V,initRabContent,RabB,16213.63402,RabC,1379.284839
endosome36V,initMembraneContent,ovaEn,0.0,exCxEn,0.00149921,R-TfaEn,8.15E-36,oMHCIEn,0.002682812,membraneMarker,0.0,cMHCIEn,2.096934521,pepMHCIEn,0.0,REn,0.038814397,imCxEn,0.00149921
endosome36V,initSolubleContent,mvb,0.0,protonEn,9.649661454,pepEn,0.0,TfaEn,2.8E-4,solubleMarker,0.0
endosome37a,initOrgProp,area,12336.49593,volume,104751.1149,xcoor,0.0,ycoor,0.0,
endosome37a,initRabContent,RabB,12336.49593
endosome37a,initMembraneContent,ovaEn,0.0,exCxEn,0.003457516,R-TfaEn,2.91E-36,oMHCIEn,1.49E-5,membraneMarker,0.0,cMHCIEn,0.900427246,pepMHCIEn,0.0,REn,0.013856597,imCxEn,0.003457516
endosome37a,initSolubleContent,mvb,0.0,protonEn,4.583938475,pepEn,0.0,TfaEn,8.58E-5,solubleMarker,0.0
endosome38N,initOrgProp,area,13194.68915,volume,113097.3355,xcoor,0.0,ycoor,0.0,
endosome38N,initRabContent,RabD,13194.68915
endosome38N,initMembraneContent,ovaEn,0.0,exCxEn,7.71E-5,R-TfaEn,5.02E-39,oMHCIEn,6.24E-5,membraneMarker,0.0,cMHCIEn,0.00150743,pepMHCIEn,0.0,REn,2.39E-5,imCxEn,7.71E-5
endosome38N,initSolubleContent,mvb,0.0,protonEn,1.066433607,pepEn,0.0,TfaEn,2.65E-5,solubleMarker,0.0
endosome39w,initOrgProp,area,20585.87297,volume,181513.019,xcoor,0.0,ycoor,0.0,
endosome39w,initRabContent,RabI,1633.62818,RabG,2251.893614,RabH,2814.867018,RabE,12083.96927,RabF,1801.514891
endosome39w,initMembraneContent,ovaEn,0.0,exCxEn,0.001693604,R-TfaEn,8.68E-39,oMHCIEn,1.41E-4,membraneMarker,0.0,cMHCIEn,0.002500235,pepMHCIEn,0.0,REn,4.13E-5,imCxEn,0.001693604
endosome39w,initSolubleContent,mvb,0.0,protonEn,5.486895387,pepEn,0.0,TfaEn,7.68E-5,solubleMarker,0.0
endosome40R,initOrgProp,area,20639.19162,volume,189112.957,xcoor,0.0,ycoor,0.0,
endosome40R,initRabContent,RabE,20639.19162
endosome40R,initMembraneContent,ovaEn,0.0,exCxEn,4.7E-4,R-TfaEn,1.42E-38,oMHCIEn,1.86E-4,membraneMarker,0.0,cMHCIEn,0.004483603,pepMHCIEn,0.0,REn,6.76E-5,imCxEn,4.7E-4
endosome40R,initSolubleContent,mvb,0.0,protonEn,8.656536689,pepEn,0.0,TfaEn,4.47E-5,solubleMarker,0.0
endosome41g,initOrgProp,area,20265.22527,volume,179992.0716,xcoor,0.0,ycoor,0.0,
endosome41g,initRabContent,RabD,20265.22527
endosome41g,initMembraneContent,ovaEn,0.0,exCxEn,3.16E-5,R-TfaEn,5.96E-39,oMHCIEn,8.66E-4,membraneMarker,0.0,cMHCIEn,0.001746667,pepMHCIEn,0.0,REn,2.84E-5,imCxEn,3.16E-5
endosome41g,initSolubleContent,mvb,0.0,protonEn,9.811944066,pepEn,0.0,TfaEn,2.39E-4,solubleMarker,0.0
endosome42Z,initOrgProp,area,14303.3968,volume,122333.2497,xcoor,0.0,ycoor,0.0,
endosome42Z,initRabContent,RabE,14303.3968
endosome42Z,initMembraneContent,ovaEn,0.0,exCxEn,6.54E-5,R-TfaEn,6.75E-39,oMHCIEn,1.07E-4,membraneMarker,0.0,cMHCIEn,0.001981812,pepMHCIEn,0.0,REn,3.21E-5,imCxEn,6.54E-5
endosome42Z,initSolubleContent,mvb,0.0,protonEn,5.5494483,pepEn,0.0,TfaEn,8.12E-5,solubleMarker,0.0
endosome43v,initOrgProp,area,20115.27155,volume,185339.8931,xcoor,0.0,ycoor,0.0,
endosome43v,initRabContent,RabE,20115.27155
endosome43v,initMembraneContent,ovaEn,0.0,exCxEn,4.9E-4,R-TfaEn,1.88E-38,oMHCIEn,8.38E-5,membraneMarker,0.0,cMHCIEn,0.005935231,pepMHCIEn,0.0,REn,8.96E-5,imCxEn,4.9E-4
endosome43v,initSolubleContent,mvb,0.0,protonEn,9.24518528,pepEn,0.0,TfaEn,5.51E-5,solubleMarker,0.0
endosome44S,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome44S,initRabContent,RabG,6031.857895,RabH,1507.964474
endosome44S,initMembraneContent,ovaEn,0.0,exCxEn,9.65E-5,R-TfaEn,4.45E-39,oMHCIEn,2.09E-5,membraneMarker,0.0,cMHCIEn,0.001425707,pepMHCIEn,0.0,REn,2.12E-5,imCxEn,9.65E-5
endosome44S,initSolubleContent,mvb,0.0,protonEn,2.140070569,pepEn,0.0,TfaEn,6.42E-6,solubleMarker,0.0
endosome45m,initOrgProp,area,16604.84831,volume,150179.4936,xcoor,0.0,ycoor,0.0,
endosome45m,initRabContent,RabE,16604.84831
endosome45m,initMembraneContent,ovaEn,0.0,exCxEn,0.002191846,R-TfaEn,5.09E-39,oMHCIEn,5.58E-5,membraneMarker,0.0,cMHCIEn,0.001654375,pepMHCIEn,0.0,REn,2.42E-5,imCxEn,0.002191846
endosome45m,initSolubleContent,mvb,0.0,protonEn,10.83601815,pepEn,0.0,TfaEn,1.16E-4,solubleMarker,0.0
endosome46A,initOrgProp,area,23649.40507,volume,204264.7387,xcoor,0.0,ycoor,0.0,
endosome46A,initRabContent,RabE,23649.40507
endosome46A,initMembraneContent,ovaEn,0.0,exCxEn,7.27E-5,R-TfaEn,7.81E-39,oMHCIEn,3.19E-4,membraneMarker,0.0,cMHCIEn,0.002538803,pepMHCIEn,0.0,REn,3.72E-5,imCxEn,7.27E-5
endosome46A,initSolubleContent,mvb,0.0,protonEn,11.99939648,pepEn,0.0,TfaEn,1.76E-4,solubleMarker,0.0
endosome47b,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome47b,initRabContent,RabG,7539.822369
endosome47b,initMembraneContent,ovaEn,0.0,exCxEn,4.68E-5,R-TfaEn,1.48E-39,oMHCIEn,1.37E-4,membraneMarker,0.0,cMHCIEn,4.66E-4,pepMHCIEn,0.0,REn,7.03E-6,imCxEn,4.68E-5
endosome47b,initSolubleContent,mvb,0.0,protonEn,2.304070855,pepEn,0.0,TfaEn,1.39E-5,solubleMarker,0.0
endosome48Q,initOrgProp,area,24056.24,volume,212601.4869,xcoor,0.0,ycoor,0.0,
endosome48Q,initRabContent,RabE,24056.24
endosome48Q,initMembraneContent,ovaEn,0.0,exCxEn,1.72E-4,R-TfaEn,8.69E-39,oMHCIEn,3.32E-4,membraneMarker,0.0,cMHCIEn,0.002845005,pepMHCIEn,0.0,REn,4.14E-5,imCxEn,1.72E-4
endosome48Q,initSolubleContent,mvb,0.0,protonEn,15.05913182,pepEn,0.0,TfaEn,2.27E-4,solubleMarker,0.0
endosome49g,initOrgProp,area,21472.16424,volume,182738.8094,xcoor,0.0,ycoor,0.0,
endosome49g,initRabContent,RabB,21472.16424
endosome49g,initMembraneContent,ovaEn,0.0,exCxEn,0.005636945,R-TfaEn,4.71E-36,oMHCIEn,3.21E-7,membraneMarker,0.0,cMHCIEn,1.572655506,pepMHCIEn,0.0,REn,0.022405112,imCxEn,0.005636945
endosome49g,initSolubleContent,mvb,0.0,protonEn,9.687695958,pepEn,0.0,TfaEn,1.44E-4,solubleMarker,0.0
endosome50m,initOrgProp,area,17381.01258,volume,149223.2161,xcoor,0.0,ycoor,0.0,
endosome50m,initRabContent,RabB,0.0,RabC,17381.01258
endosome50m,initMembraneContent,ovaEn,0.0,exCxEn,0.007415444,R-TfaEn,5.85E-36,oMHCIEn,0.077973234,membraneMarker,0.0,cMHCIEn,1.724211095,pepMHCIEn,0.0,REn,0.027877369,imCxEn,0.007415444
endosome50m,initSolubleContent,mvb,0.0,protonEn,6.69657182,pepEn,0.0,TfaEn,9.01E-5,solubleMarker,0.0
endosome51V,initOrgProp,area,7539.822369,volume,50265.48246,xcoor,0.0,ycoor,0.0,
endosome51V,initRabContent,RabG,6031.857895,RabH,1507.964474
endosome51V,initMembraneContent,ovaEn,0.0,exCxEn,9.65E-5,R-TfaEn,4.45E-39,oMHCIEn,2.09E-5,membraneMarker,0.0,cMHCIEn,0.001425707,pepMHCIEn,0.0,REn,2.12E-5,imCxEn,9.65E-5
endosome51V,initSolubleContent,mvb,0.0,protonEn,2.140070569,pepEn,0.0,TfaEn,6.42E-6,solubleMarker,0.0
