RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabK,xER,xPM,
9984000.0,5122000.0,4436000.0,1.098E7,1135000.0,331000.0,791000.0,2399000.0,3019000.0,0.0,6.001E7,6.032E7,
9931000.0,5130000.0,4439000.0,1.101E7,1135000.0,331000.0,800200.0,2390000.0,2997000.0,0.0,6.001E7,6.032E7,
1.021E7,5132000.0,4444000.0,1.102E7,1140000.0,326200.0,806300.0,2396000.0,3136000.0,0.0,6.001E7,6.001E7,
1.013E7,5164000.0,4449000.0,1.104E7,1140000.0,326200.0,815800.0,2422000.0,3087000.0,0.0,6.001E7,6.002E7,
1.005E7,5161000.0,4456000.0,1.11E7,1140000.0,333600.0,813200.0,2417000.0,3189000.0,0.0,6.001E7,6.002E7,
9952000.0,5177000.0,4460000.0,1.114E7,1140000.0,333600.0,813200.0,2445000.0,3148000.0,0.0,6.001E7,6.005E7,
9854000.0,5156000.0,4464000.0,1.117E7,1140000.0,333600.0,819200.0,2468000.0,3120000.0,0.0,6.001E7,6.012E7,
9913000.0,5146000.0,4473000.0,1.117E7,1140000.0,333600.0,819200.0,2514000.0,3206000.0,0.0,6.001E7,6.003E7,
9814000.0,5138000.0,4479000.0,1.121E7,1135000.0,469700.0,686500.0,2508000.0,3179000.0,0.0,6.001E7,6.006E7,
9746000.0,5133000.0,4490000.0,1.122E7,1135000.0,469600.0,686400.0,2514000.0,3173000.0,0.0,6.001E7,6.008E7,
9692000.0,5149000.0,4495000.0,1.124E7,1149000.0,454700.0,692400.0,2523000.0,3159000.0,0.0,6.001E7,6.008E7,
9733000.0,5168000.0,4503000.0,1.125E7,1149000.0,454700.0,692400.0,2549000.0,3181000.0,0.0,6.001E7,5.998E7,
9720000.0,5165000.0,4508000.0,1.125E7,1155000.0,448700.0,701900.0,2585000.0,3102000.0,0.0,6.001E7,5.998E7,
9551000.0,5189000.0,4511000.0,1.133E7,1155000.0,448700.0,701900.0,2656000.0,3031000.0,0.0,6.001E7,5.998E7,
9493000.0,5205000.0,4519000.0,1.136E7,1155000.0,448700.0,710600.0,2692000.0,2986000.0,0.0,6.001E7,5.998E7,
9353000.0,5267000.0,4524000.0,1.141E7,1155000.0,448600.0,720600.0,2712000.0,3140000.0,0.0,6.001E7,5.999E7,
9276000.0,5284000.0,4531000.0,1.14E7,1155000.0,448600.0,720600.0,2762000.0,3067000.0,0.0,6.001E7,6.002E7,
9199000.0,5278000.0,4537000.0,1.142E7,1162000.0,447900.0,713000.0,2768000.0,3061000.0,0.0,6.001E7,6.006E7,
9121000.0,5271000.0,4546000.0,1.142E7,1162000.0,447700.0,712900.0,2808000.0,3008000.0,0.0,6.001E7,6.009E7,
9014000.0,5306000.0,4544000.0,1.143E7,1162000.0,447700.0,712900.0,2819000.0,2997000.0,0.0,6.001E7,6.015E7,
8921000.0,5323000.0,4551000.0,1.139E7,1165000.0,444600.0,712900.0,2830000.0,2986000.0,0.0,6.001E7,6.019E7,
9084000.0,5328000.0,4547000.0,1.138E7,1176000.0,433800.0,712900.0,2848000.0,3158000.0,0.0,6.001E7,5.999E7,
9015000.0,5350000.0,4552000.0,1.142E7,1176000.0,433800.0,712900.0,2873000.0,3138000.0,0.0,6.001E7,5.999E7,
8918000.0,5372000.0,4551000.0,1.145E7,1176000.0,438600.0,716700.0,2871000.0,3132000.0,0.0,6.001E7,5.999E7,
8851000.0,5375000.0,4555000.0,1.146E7,1176000.0,442500.0,736900.0,2859000.0,3120000.0,0.0,6.001E7,6.002E7,
8798000.0,5343000.0,4563000.0,1.141E7,1176000.0,678700.0,500600.0,2874000.0,3092000.0,0.0,6.001E7,6.008E7,
8803000.0,5400000.0,4568000.0,1.141E7,1176000.0,683500.0,495700.0,2929000.0,3132000.0,0.0,6.001E7,5.998E7,
8773000.0,5408000.0,4577000.0,1.141E7,1154000.0,683500.0,502100.0,2935000.0,3234000.0,0.0,6.001E7,5.997E7,
8661000.0,5441000.0,4580000.0,1.147E7,1149000.0,682300.0,500600.0,2949000.0,3202000.0,0.0,6.001E7,5.998E7,
8528000.0,5447000.0,4588000.0,1.151E7,1154000.0,677500.0,500600.0,2949000.0,3282000.0,0.0,6.001E7,6.003E7,
8449000.0,5445000.0,4595000.0,1.155E7,1154000.0,677500.0,794600.0,2690000.0,3247000.0,0.0,6.001E7,6.005E7,
8379000.0,5452000.0,4603000.0,1.155E7,1153000.0,687400.0,794500.0,2680000.0,3247000.0,0.0,6.001E7,6.006E7,
8319000.0,5456000.0,4610000.0,1.157E7,1153000.0,679900.0,809800.0,2686000.0,3225000.0,0.0,6.001E7,6.008E7,
8293000.0,5460000.0,4617000.0,1.156E7,1153000.0,679800.0,815800.0,2763000.0,3142000.0,0.0,6.001E7,6.008E7,
8148000.0,5460000.0,4626000.0,1.159E7,1133000.0,693900.0,801700.0,2783000.0,3090000.0,0.0,6.001E7,6.018E7,
8292000.0,5460000.0,4631000.0,1.162E7,1133000.0,693900.0,801700.0,2816000.0,3084000.0,0.0,6.001E7,5.999E7,
8250000.0,5475000.0,4633000.0,1.162E7,1133000.0,701500.0,808400.0,2823000.0,3041000.0,0.0,6.001E7,5.999E7,
8174000.0,5469000.0,4644000.0,1.168E7,1128000.0,700300.0,812900.0,2870000.0,3128000.0,0.0,6.001E7,6.0E7,
8088000.0,5459000.0,4645000.0,1.166E7,1128000.0,700300.0,819000.0,2891000.0,3083000.0,0.0,6.001E7,6.01E7,
7993000.0,5423000.0,4650000.0,1.166E7,1128000.0,700300.0,853800.0,2963000.0,2976000.0,0.0,6.001E7,6.019E7,
7950000.0,5388000.0,4650000.0,1.166E7,1120000.0,698000.0,856000.0,2963000.0,2969000.0,0.0,6.001E7,6.028E7,
7858000.0,5407000.0,4651000.0,1.168E7,1121000.0,689900.0,856000.0,3073000.0,2837000.0,0.0,6.001E7,6.032E7,
7781000.0,5416000.0,4659000.0,1.169E7,1120000.0,689800.0,855800.0,3084000.0,2826000.0,0.0,6.001E7,6.035E7,
7742000.0,5422000.0,4666000.0,1.168E7,1120000.0,695700.0,849700.0,3084000.0,2826000.0,0.0,6.001E7,6.036E7,
7681000.0,5420000.0,4673000.0,1.17E7,1118000.0,698600.0,841600.0,3144000.0,2766000.0,0.0,6.001E7,6.04E7,
7471000.0,5500000.0,4678000.0,1.174E7,1114000.0,696600.0,834300.0,3192000.0,2718000.0,0.0,6.001E7,6.047E7,
7923000.0,5509000.0,4682000.0,1.175E7,1120000.0,696700.0,834300.0,3197000.0,2733000.0,0.0,6.001E7,5.999E7,
7851000.0,5509000.0,4685000.0,1.176E7,1112000.0,691900.0,853300.0,3214000.0,2674000.0,0.0,6.001E7,6.005E7,
7934000.0,5492000.0,4692000.0,1.176E7,1112000.0,691900.0,853300.0,3259000.0,2778000.0,0.0,6.001E7,5.996E7,
7891000.0,5478000.0,4663000.0,1.175E7,1105000.0,691900.0,853300.0,3289000.0,2747000.0,0.0,6.001E7,6.004E7,
7744000.0,5427000.0,4665000.0,1.174E7,1105000.0,695800.0,874400.0,3357000.0,2654000.0,0.0,6.001E7,6.019E7,
7690000.0,5432000.0,4675000.0,1.173E7,1417000.0,394600.0,855600.0,3423000.0,2589000.0,0.0,6.001E7,6.02E7,
7886000.0,5417000.0,4681000.0,1.176E7,1423000.0,382500.0,863200.0,3467000.0,2637000.0,0.0,6.001E7,5.997E7,
7833000.0,5412000.0,4672000.0,1.174E7,1423000.0,389400.0,874300.0,3462000.0,2623000.0,0.0,6.001E7,6.001E7,
7821000.0,5423000.0,4674000.0,1.172E7,1398000.0,389400.0,874300.0,3486000.0,2642000.0,0.0,6.001E7,6.001E7,
7750000.0,5420000.0,4677000.0,1.174E7,1398000.0,389400.0,880300.0,3510000.0,2589000.0,0.0,6.001E7,6.003E7,
7664000.0,5422000.0,4678000.0,1.175E7,1378000.0,389400.0,909600.0,3604000.0,2466000.0,0.0,6.001E7,6.011E7,
7606000.0,5414000.0,4683000.0,1.176E7,1378000.0,389300.0,909500.0,3618000.0,2432000.0,0.0,6.001E7,6.014E7,
7684000.0,5429000.0,4685000.0,1.178E7,1378000.0,389300.0,1660000.0,2920000.0,2410000.0,0.0,6.001E7,5.998E7,
7663000.0,5423000.0,4693000.0,1.177E7,1341000.0,389300.0,1660000.0,2920000.0,2410000.0,0.0,6.001E7,6.003E7,
7696000.0,5430000.0,4697000.0,1.177E7,1319000.0,399300.0,1658000.0,2924000.0,2412000.0,0.0,6.001E7,5.999E7,
7651000.0,5442000.0,4690000.0,1.177E7,1325000.0,393300.0,1664000.0,2918000.0,2412000.0,0.0,6.001E7,6.002E7,
7648000.0,5424000.0,4693000.0,1.177E7,1337000.0,381300.0,1670000.0,2930000.0,2574000.0,0.0,6.001E7,6.003E7,
7610000.0,5417000.0,4695000.0,1.177E7,1337000.0,389000.0,1667000.0,2925000.0,2558000.0,0.0,6.001E7,6.004E7,
7640000.0,5426000.0,4700000.0,1.176E7,1343000.0,389000.0,1667000.0,2931000.0,2588000.0,0.0,6.001E7,6.0E7,
7596000.0,5411000.0,4710000.0,1.176E7,1349000.0,391000.0,1658000.0,2982000.0,2532000.0,0.0,6.001E7,6.0E7,
7547000.0,5407000.0,4719000.0,1.176E7,1355000.0,384900.0,1667000.0,2995000.0,2509000.0,0.0,6.001E7,6.003E7,
7419000.0,5415000.0,4724000.0,1.184E7,1355000.0,411600.0,1656000.0,2989000.0,2487000.0,0.0,6.001E7,6.006E7,
7314000.0,5438000.0,4725000.0,1.182E7,1354000.0,411500.0,1659000.0,2993000.0,2474000.0,0.0,6.001E7,6.01E7,
7297000.0,5432000.0,4731000.0,1.181E7,1346000.0,417600.0,1661000.0,2985000.0,2474000.0,0.0,6.001E7,6.01E7,
7255000.0,5451000.0,4737000.0,1.181E7,1337000.0,411500.0,1661000.0,3042000.0,2417000.0,0.0,6.001E7,6.012E7,
7335000.0,5469000.0,4743000.0,1.182E7,1343000.0,417500.0,1667000.0,3052000.0,2420000.0,0.0,6.001E7,5.999E7,
7271000.0,5480000.0,4713000.0,1.185E7,1351000.0,409600.0,1700000.0,3033000.0,2512000.0,0.0,6.001E7,6.004E7,
7222000.0,5494000.0,4718000.0,1.182E7,1351000.0,402100.0,1706000.0,3027000.0,2512000.0,0.0,6.001E7,6.004E7,
7167000.0,5507000.0,4722000.0,1.181E7,1351000.0,416500.0,1706000.0,3060000.0,2442000.0,0.0,6.001E7,6.007E7,
7224000.0,5506000.0,4732000.0,1.179E7,1350000.0,409500.0,1715000.0,3051000.0,2546000.0,0.0,6.001E7,6.001E7,
7140000.0,5508000.0,4734000.0,1.185E7,1205000.0,405700.0,1721000.0,3055000.0,2525000.0,0.0,6.001E7,6.017E7,
7076000.0,5512000.0,4725000.0,1.185E7,1205000.0,405700.0,1730000.0,3078000.0,2492000.0,0.0,6.001E7,6.022E7,
7244000.0,5520000.0,4729000.0,1.185E7,1205000.0,405700.0,1740000.0,3177000.0,2412000.0,0.0,6.001E7,6.002E7,
7202000.0,5533000.0,4734000.0,1.186E7,1211000.0,399700.0,1750000.0,3167000.0,2412000.0,0.0,6.001E7,6.002E7,
7166000.0,5521000.0,4741000.0,1.184E7,1211000.0,409400.0,1740000.0,3191000.0,2388000.0,0.0,6.001E7,6.003E7,
7058000.0,5510000.0,4744000.0,1.186E7,1217000.0,409800.0,1738000.0,3203000.0,2370000.0,0.0,6.001E7,6.01E7,
7042000.0,5503000.0,4747000.0,1.179E7,1223000.0,416700.0,1754000.0,3252000.0,2294000.0,0.0,6.001E7,6.01E7,
7135000.0,5504000.0,4756000.0,1.177E7,1223000.0,429400.0,1747000.0,3245000.0,2381000.0,0.0,6.001E7,5.999E7,
7063000.0,5501000.0,4762000.0,1.176E7,1198000.0,445100.0,1732000.0,3245000.0,2365000.0,0.0,6.001E7,6.004E7,
6955000.0,5454000.0,4760000.0,1.175E7,1284000.0,350700.0,1734000.0,3258000.0,2346000.0,0.0,6.001E7,6.012E7,
7045000.0,5430000.0,4766000.0,1.172E7,1284000.0,350700.0,1734000.0,3287000.0,2343000.0,0.0,6.001E7,6.003E7,
6936000.0,5437000.0,4769000.0,1.175E7,1284000.0,356700.0,1741000.0,3274000.0,2308000.0,0.0,6.001E7,6.007E7,
7009000.0,5419000.0,4742000.0,1.171E7,1284000.0,363500.0,1735000.0,3311000.0,2356000.0,0.0,6.001E7,6.003E7,
6999000.0,5412000.0,4749000.0,1.169E7,1288000.0,364700.0,1729000.0,3328000.0,2339000.0,0.0,6.001E7,6.003E7,
6947000.0,5424000.0,4754000.0,1.169E7,1262000.0,369200.0,1731000.0,3330000.0,2316000.0,0.0,6.001E7,6.005E7,
6907000.0,5425000.0,4752000.0,1.168E7,1262000.0,369200.0,1739000.0,3322000.0,2316000.0,0.0,6.001E7,6.008E7,
6849000.0,5418000.0,4750000.0,1.169E7,1254000.0,373000.0,1751000.0,3306000.0,2316000.0,0.0,6.001E7,6.012E7,
6782000.0,5421000.0,4750000.0,1.17E7,1231000.0,373000.0,1760000.0,3433000.0,2180000.0,0.0,6.001E7,6.017E7,
6772000.0,5414000.0,4756000.0,1.166E7,1236000.0,368000.0,1768000.0,3454000.0,2150000.0,0.0,6.001E7,6.017E7,
6930000.0,5415000.0,4761000.0,1.164E7,1236000.0,366500.0,1768000.0,3448000.0,2174000.0,0.0,6.001E7,5.999E7,
6884000.0,5414000.0,4764000.0,1.166E7,1236000.0,372500.0,1762000.0,3482000.0,2140000.0,0.0,6.001E7,5.999E7,
6833000.0,5401000.0,4754000.0,1.167E7,1220000.0,379600.0,1766000.0,3527000.0,2253000.0,0.0,6.001E7,6.002E7,
6831000.0,5390000.0,4756000.0,1.164E7,1220000.0,385600.0,1760000.0,3527000.0,2253000.0,0.0,6.001E7,6.002E7,
6802000.0,5394000.0,4765000.0,1.164E7,1220000.0,385600.0,1772000.0,3531000.0,2237000.0,0.0,6.001E7,6.002E7,
6722000.0,5413000.0,4768000.0,1.161E7,1226000.0,379500.0,2050000.0,3253000.0,2225000.0,0.0,6.001E7,6.004E7,
6656000.0,5404000.0,4760000.0,1.166E7,1231000.0,392300.0,2032000.0,3279000.0,2199000.0,0.0,6.001E7,6.006E7,
6623000.0,5419000.0,4739000.0,1.166E7,1207000.0,384300.0,2036000.0,3280000.0,2167000.0,0.0,6.001E7,6.011E7,
6576000.0,5391000.0,4745000.0,1.166E7,1189000.0,415500.0,2011000.0,3292000.0,2150000.0,0.0,6.001E7,6.019E7,
6549000.0,5390000.0,4753000.0,1.166E7,1189000.0,430000.0,1997000.0,3337000.0,2064000.0,0.0,6.001E7,6.019E7,
6469000.0,5373000.0,4759000.0,1.166E7,1181000.0,422300.0,2006000.0,3328000.0,2041000.0,0.0,6.001E7,6.026E7,
6430000.0,5380000.0,4765000.0,1.164E7,1159000.0,422300.0,2014000.0,3335000.0,2026000.0,0.0,6.001E7,6.028E7,
6344000.0,5376000.0,4766000.0,1.167E7,1146000.0,420700.0,2014000.0,3341000.0,2020000.0,0.0,6.001E7,6.033E7,
6279000.0,5401000.0,4746000.0,1.168E7,1145000.0,432500.0,2007000.0,3341000.0,2014000.0,0.0,6.001E7,6.035E7,
6652000.0,5390000.0,4753000.0,1.165E7,1136000.0,439900.0,2000000.0,3352000.0,2126000.0,0.0,6.001E7,5.997E7,
6617000.0,5385000.0,4754000.0,1.162E7,1133000.0,435300.0,3033000.0,2319000.0,2126000.0,0.0,6.001E7,5.998E7,
6566000.0,5389000.0,4755000.0,1.164E7,1132000.0,427700.0,3033000.0,2370000.0,2053000.0,0.0,6.001E7,5.999E7,
6597000.0,5385000.0,4765000.0,1.162E7,1119000.0,427700.0,3033000.0,2380000.0,2137000.0,0.0,6.001E7,5.996E7,
6557000.0,5380000.0,4758000.0,1.162E7,1119000.0,427700.0,3039000.0,2417000.0,2079000.0,0.0,6.001E7,5.997E7,
6513000.0,5364000.0,4763000.0,1.16E7,1119000.0,434700.0,3032000.0,2486000.0,2010000.0,0.0,6.001E7,6.002E7,
6477000.0,5369000.0,4752000.0,1.16E7,1119000.0,440800.0,3038000.0,2504000.0,1980000.0,0.0,6.001E7,6.004E7,
6460000.0,5371000.0,4742000.0,1.16E7,1125000.0,452200.0,3027000.0,2498000.0,1980000.0,0.0,6.001E7,6.006E7,
6439000.0,5383000.0,4751000.0,1.157E7,1135000.0,455500.0,3013000.0,2536000.0,1919000.0,0.0,6.001E7,6.006E7,
6428000.0,5381000.0,4754000.0,1.161E7,1141000.0,449300.0,3013000.0,2542000.0,1943000.0,0.0,6.001E7,5.999E7,
6393000.0,5380000.0,4762000.0,1.162E7,1147000.0,449300.0,3007000.0,2542000.0,2141000.0,0.0,6.001E7,5.999E7,
6345000.0,5382000.0,4769000.0,1.163E7,1139000.0,462100.0,3000000.0,2590000.0,2087000.0,0.0,6.001E7,6.001E7,
6327000.0,5377000.0,4773000.0,1.166E7,1139000.0,474200.0,3016000.0,2562000.0,2145000.0,0.0,6.001E7,6.0E7,
6297000.0,5382000.0,4774000.0,1.167E7,1158000.0,455800.0,3016000.0,2584000.0,2162000.0,0.0,6.001E7,6.0E7,
6231000.0,5431000.0,4771000.0,1.165E7,1168000.0,458300.0,3028000.0,2568000.0,2127000.0,0.0,6.001E7,6.001E7,
6183000.0,5445000.0,4768000.0,1.164E7,1171000.0,472500.0,3010000.0,2568000.0,2127000.0,0.0,6.001E7,6.004E7,
6199000.0,5437000.0,4751000.0,1.165E7,1171000.0,472500.0,3429000.0,2179000.0,2114000.0,0.0,6.001E7,6.001E7,
6218000.0,5427000.0,4755000.0,1.165E7,1171000.0,497900.0,3410000.0,2173000.0,2299000.0,0.0,6.001E7,5.999E7,
6171000.0,5420000.0,4760000.0,1.166E7,1171000.0,497800.0,3416000.0,2167000.0,2356000.0,0.0,6.001E7,6.0E7,
6072000.0,5418000.0,4765000.0,1.17E7,1176000.0,517900.0,3642000.0,1916000.0,2407000.0,0.0,6.001E7,6.003E7,
6129000.0,5433000.0,4769000.0,1.17E7,1181000.0,531200.0,3672000.0,1867000.0,2545000.0,0.0,6.001E7,5.994E7,
6083000.0,5428000.0,4773000.0,1.172E7,1181000.0,531200.0,3679000.0,1936000.0,2471000.0,0.0,6.001E7,5.994E7,
6028000.0,5456000.0,4774000.0,1.173E7,1181000.0,535000.0,3675000.0,1972000.0,2460000.0,0.0,6.001E7,5.995E7,
5998000.0,5450000.0,4775000.0,1.169E7,1181000.0,553100.0,3673000.0,1955000.0,2460000.0,0.0,6.001E7,5.998E7,
5959000.0,5449000.0,4775000.0,1.171E7,1190000.0,556000.0,3666000.0,1975000.0,2423000.0,0.0,6.001E7,5.998E7,
5907000.0,5442000.0,4783000.0,1.173E7,1202000.0,572500.0,3654000.0,1970000.0,2399000.0,0.0,6.001E7,5.999E7,
5879000.0,5441000.0,4786000.0,1.172E7,1202000.0,584500.0,3648000.0,2030000.0,2333000.0,0.0,6.001E7,5.999E7,
5909000.0,5432000.0,4791000.0,1.167E7,1199000.0,618200.0,3621000.0,2018000.0,2448000.0,0.0,6.001E7,5.995E7,
5905000.0,5431000.0,4793000.0,1.165E7,1194000.0,616900.0,3620000.0,2018000.0,2448000.0,0.0,6.001E7,5.996E7,
5886000.0,5427000.0,4802000.0,1.163E7,1194000.0,647700.0,3589000.0,2028000.0,2438000.0,0.0,6.001E7,5.996E7,
5847000.0,5433000.0,4805000.0,1.165E7,1182000.0,671900.0,3577000.0,2026000.0,2427000.0,0.0,6.001E7,5.999E7,
5834000.0,5428000.0,4814000.0,1.16E7,1182000.0,709800.0,3538000.0,2056000.0,2378000.0,0.0,6.001E7,5.999E7,
5793000.0,5419000.0,4821000.0,1.161E7,1158000.0,727900.0,3528000.0,2071000.0,2338000.0,0.0,6.001E7,6.001E7,
5724000.0,5426000.0,4827000.0,1.164E7,1157000.0,762800.0,3499000.0,2075000.0,2328000.0,0.0,6.001E7,6.001E7,
5671000.0,5424000.0,4834000.0,1.166E7,1163000.0,775300.0,3487000.0,2085000.0,2312000.0,0.0,6.001E7,6.002E7,
5592000.0,5442000.0,4837000.0,1.167E7,1163000.0,799400.0,3469000.0,2079000.0,2312000.0,0.0,6.001E7,6.004E7,
5595000.0,5433000.0,4826000.0,1.164E7,1163000.0,799200.0,3469000.0,2079000.0,2406000.0,0.0,6.001E7,6.002E7,
5558000.0,5425000.0,4837000.0,1.164E7,1169000.0,1561000.0,2718000.0,2078000.0,2391000.0,0.0,6.001E7,6.002E7,
5490000.0,5423000.0,4837000.0,1.165E7,1169000.0,1579000.0,2712000.0,2122000.0,2318000.0,0.0,6.001E7,6.005E7,
5466000.0,5429000.0,4839000.0,1.162E7,1169000.0,1597000.0,2706000.0,2110000.0,2318000.0,0.0,6.001E7,6.007E7,
5548000.0,5427000.0,4848000.0,1.162E7,1143000.0,1627000.0,2669000.0,2110000.0,2538000.0,0.0,6.001E7,5.997E7,
5499000.0,5442000.0,4855000.0,1.162E7,1143000.0,1639000.0,2668000.0,2154000.0,2484000.0,0.0,6.001E7,5.998E7,
5479000.0,5433000.0,4862000.0,1.16E7,1149000.0,1670000.0,2651000.0,2134000.0,2484000.0,0.0,6.001E7,5.998E7,
5442000.0,5426000.0,4864000.0,1.16E7,1159000.0,1678000.0,2641000.0,2148000.0,2514000.0,0.0,6.001E7,5.999E7,
5412000.0,5429000.0,4868000.0,1.154E7,1167000.0,1676000.0,2635000.0,2158000.0,2491000.0,0.0,6.001E7,5.999E7,
5324000.0,5438000.0,4874000.0,1.157E7,1167000.0,1688000.0,2649000.0,2168000.0,2441000.0,0.0,6.001E7,6.001E7,
5302000.0,5429000.0,4865000.0,1.156E7,1167000.0,1700000.0,2637000.0,2168000.0,2441000.0,0.0,6.001E7,6.002E7,
5336000.0,5431000.0,4873000.0,1.153E7,1309000.0,1570000.0,2625000.0,2167000.0,2461000.0,0.0,6.001E7,5.998E7,
5325000.0,5427000.0,4879000.0,1.149E7,1309000.0,1582000.0,2621000.0,2193000.0,2413000.0,0.0,6.002E7,5.998E7,
5241000.0,5428000.0,4876000.0,1.156E7,1642000.0,1268000.0,2611000.0,2207000.0,2528000.0,0.0,6.001E7,5.999E7,
5184000.0,5438000.0,4880000.0,1.154E7,1658000.0,1276000.0,3015000.0,1828000.0,2573000.0,0.0,6.001E7,5.999E7,
5154000.0,5438000.0,4884000.0,1.154E7,1658000.0,1282000.0,3018000.0,1853000.0,2639000.0,0.0,6.001E7,5.999E7,
5170000.0,5433000.0,4867000.0,1.154E7,1658000.0,1301000.0,3006000.0,1867000.0,2644000.0,0.0,6.001E7,5.997E7,
5137000.0,5425000.0,4856000.0,1.151E7,1658000.0,1333000.0,2985000.0,1856000.0,2683000.0,0.0,6.001E7,6.001E7,
5104000.0,5437000.0,4864000.0,1.154E7,1502000.0,1322000.0,2993000.0,1840000.0,2746000.0,0.0,6.001E7,6.016E7,
5084000.0,5406000.0,4879000.0,1.151E7,1475000.0,1333000.0,3007000.0,1859000.0,2700000.0,0.0,6.001E7,6.023E7,
5301000.0,5366000.0,4884000.0,1.151E7,1503000.0,1323000.0,3009000.0,1867000.0,2694000.0,0.0,6.001E7,6.003E7,
5248000.0,5364000.0,4871000.0,1.15E7,1485000.0,1342000.0,3013000.0,1850000.0,2684000.0,0.0,6.001E7,6.011E7,
5326000.0,5354000.0,4882000.0,1.151E7,1489000.0,1331000.0,3007000.0,1855000.0,2703000.0,0.0,6.001E7,6.001E7,
5314000.0,5346000.0,4884000.0,1.147E7,1488000.0,1341000.0,3012000.0,1837000.0,2663000.0,0.0,6.001E7,6.003E7,
5244000.0,5340000.0,4872000.0,1.149E7,1486000.0,1347000.0,3016000.0,1836000.0,2636000.0,0.0,6.001E7,6.009E7,
5212000.0,5340000.0,4881000.0,1.149E7,1479000.0,1354000.0,3004000.0,1836000.0,2636000.0,0.0,6.001E7,6.01E7,
5204000.0,5329000.0,4887000.0,1.149E7,1454000.0,1367000.0,2996000.0,1826000.0,2636000.0,0.0,6.001E7,6.013E7,
5140000.0,5346000.0,4896000.0,1.15E7,1421000.0,1391000.0,2987000.0,1811000.0,2636000.0,0.0,6.001E7,6.016E7,
5117000.0,5342000.0,4906000.0,1.15E7,1393000.0,1395000.0,2983000.0,1829000.0,2605000.0,0.0,6.001E7,6.019E7,
5074000.0,5326000.0,4916000.0,1.149E7,1408000.0,1391000.0,2972000.0,1829000.0,2605000.0,0.0,6.001E7,6.023E7,
5299000.0,5321000.0,4922000.0,1.148E7,1408000.0,1395000.0,2954000.0,1829000.0,2702000.0,0.0,6.001E7,6.0E7,
5208000.0,5328000.0,4929000.0,1.149E7,1426000.0,1383000.0,2954000.0,1823000.0,2702000.0,0.0,6.001E7,6.006E7,
5194000.0,5322000.0,4937000.0,1.146E7,1431000.0,1404000.0,2928000.0,1823000.0,2702000.0,0.0,6.001E7,6.006E7,
5144000.0,5334000.0,4944000.0,1.144E7,1441000.0,1425000.0,2898000.0,1834000.0,2692000.0,0.0,6.001E7,6.008E7,
5121000.0,5330000.0,4947000.0,1.144E7,1446000.0,1430000.0,2888000.0,1935000.0,2590000.0,0.0,6.001E7,6.008E7,
5099000.0,5325000.0,4957000.0,1.143E7,1508000.0,1378000.0,2876000.0,2011000.0,2508000.0,0.0,6.001E7,6.009E7,
5060000.0,5331000.0,4961000.0,1.142E7,1514000.0,1398000.0,2850000.0,2029000.0,2465000.0,0.0,6.001E7,6.009E7,
5114000.0,5335000.0,4949000.0,1.141E7,1511000.0,1426000.0,2813000.0,2041000.0,2497000.0,0.0,6.001E7,6.003E7,
5080000.0,5324000.0,4955000.0,1.139E7,1521000.0,1445000.0,2784000.0,2041000.0,2497000.0,0.0,6.001E7,6.007E7,
5060000.0,5317000.0,4948000.0,1.139E7,1539000.0,1423000.0,2780000.0,2128000.0,2385000.0,0.0,6.001E7,6.009E7,
5056000.0,5311000.0,4958000.0,1.138E7,1544000.0,1440000.0,2758000.0,2150000.0,2351000.0,0.0,6.001E7,6.009E7,
4948000.0,5330000.0,4965000.0,1.136E7,1554000.0,1470000.0,2717000.0,2184000.0,2275000.0,0.0,6.001E7,6.014E7,
4935000.0,5329000.0,4978000.0,1.132E7,1554000.0,1483000.0,2716000.0,2203000.0,2244000.0,0.0,6.001E7,6.014E7,
4913000.0,5333000.0,4983000.0,1.131E7,1554000.0,1501000.0,2698000.0,2236000.0,2210000.0,0.0,6.001E7,6.014E7,
4896000.0,5332000.0,4971000.0,1.129E7,1533000.0,1496000.0,2697000.0,2251000.0,2174000.0,0.0,6.001E7,6.019E7,
4822000.0,5321000.0,4977000.0,1.13E7,1543000.0,1522000.0,2666000.0,2255000.0,2164000.0,0.0,6.001E7,6.025E7,
5077000.0,5314000.0,4984000.0,1.129E7,1542000.0,1529000.0,2652000.0,2255000.0,2164000.0,0.0,6.001E7,6.0E7,
5073000.0,5305000.0,4972000.0,1.128E7,1553000.0,1531000.0,2649000.0,2251000.0,2285000.0,0.0,6.001E7,6.002E7,
5042000.0,5301000.0,4973000.0,1.127E7,1565000.0,1541000.0,2627000.0,2251000.0,2285000.0,0.0,6.001E7,6.003E7,
5032000.0,5293000.0,4981000.0,1.128E7,1565000.0,1541000.0,2633000.0,2245000.0,2272000.0,0.0,6.001E7,6.003E7,
4980000.0,5290000.0,4989000.0,1.125E7,1577000.0,1587000.0,2575000.0,2297000.0,2221000.0,0.0,6.001E7,6.007E7,
5054000.0,5293000.0,4993000.0,1.125E7,1566000.0,1600000.0,2565000.0,2319000.0,2213000.0,0.0,6.001E7,5.996E7,
4998000.0,5296000.0,5000000.0,1.123E7,1571000.0,1594000.0,2565000.0,2387000.0,2230000.0,0.0,6.001E7,5.999E7,
4971000.0,5293000.0,4989000.0,1.123E7,1576000.0,1607000.0,2547000.0,2430000.0,2157000.0,0.0,6.001E7,6.001E7,
