RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabK,xER,xPM,
4983000.0,5283000.0,4997000.0,1.122E7,1576000.0,1613000.0,2546000.0,2447000.0,2158000.0,0.0,6.001E7,5.998E7,
4899000.0,5292000.0,5004000.0,1.125E7,1543000.0,1941000.0,2226000.0,2455000.0,2174000.0,0.0,6.001E7,6.003E7,
4987000.0,5286000.0,4994000.0,1.123E7,1518000.0,1954000.0,2218000.0,2440000.0,2179000.0,0.0,6.001E7,5.998E7,
4958000.0,5284000.0,4974000.0,1.123E7,1531000.0,2447000.0,1699000.0,2493000.0,2114000.0,0.0,6.001E7,6.002E7,
4926000.0,5274000.0,4979000.0,1.125E7,1537000.0,2460000.0,1690000.0,2483000.0,2114000.0,0.0,6.001E7,6.002E7,
4900000.0,5276000.0,4982000.0,1.124E7,1761000.0,2236000.0,1678000.0,2483000.0,2101000.0,0.0,6.001E7,6.003E7,
4831000.0,5290000.0,4988000.0,1.126E7,1781000.0,2222000.0,1672000.0,2483000.0,2101000.0,0.0,6.001E7,6.004E7,
4787000.0,5291000.0,4986000.0,1.124E7,1765000.0,2222000.0,1664000.0,2545000.0,2039000.0,0.0,6.001E7,6.011E7,
4896000.0,5289000.0,4993000.0,1.123E7,1770000.0,2222000.0,1652000.0,2545000.0,2065000.0,0.0,6.001E7,5.998E7,
4888000.0,5286000.0,4998000.0,1.123E7,1745000.0,2222000.0,1652000.0,2572000.0,2057000.0,0.0,6.001E7,6.001E7,
4849000.0,5291000.0,5002000.0,1.121E7,1761000.0,2212000.0,1646000.0,2572000.0,2057000.0,0.0,6.001E7,6.003E7,
4843000.0,5297000.0,4994000.0,1.125E7,1761000.0,2754000.0,1112000.0,2564000.0,2095000.0,0.0,6.001E7,5.999E7,
4811000.0,5295000.0,5002000.0,1.126E7,1774000.0,2739000.0,1112000.0,2558000.0,2095000.0,0.0,6.001E7,6.002E7,
4763000.0,5305000.0,5008000.0,1.125E7,1770000.0,2731000.0,1106000.0,2571000.0,2082000.0,0.0,6.001E7,6.004E7,
4697000.0,5312000.0,4991000.0,1.129E7,1776000.0,2725000.0,1106000.0,2571000.0,2082000.0,0.0,6.001E7,6.008E7,
4658000.0,5299000.0,4980000.0,1.129E7,1786000.0,2720000.0,1100000.0,2589000.0,2064000.0,0.0,6.001E7,6.012E7,
4787000.0,5284000.0,4983000.0,1.128E7,1744000.0,2737000.0,1092000.0,2579000.0,2226000.0,0.0,6.001E7,6.004E7,
4753000.0,5267000.0,4993000.0,1.129E7,1744000.0,2743000.0,1093000.0,2572000.0,2226000.0,0.0,6.001E7,6.006E7,
4708000.0,5254000.0,5003000.0,1.131E7,1750000.0,2754000.0,1076000.0,2572000.0,2226000.0,0.0,6.001E7,6.006E7,
4759000.0,5259000.0,5009000.0,1.133E7,1737000.0,2752000.0,1075000.0,2656000.0,2256000.0,0.0,6.001E7,5.998E7,
4737000.0,5250000.0,5014000.0,1.133E7,1734000.0,2740000.0,1069000.0,2662000.0,2250000.0,0.0,6.001E7,6.002E7,
4733000.0,5254000.0,5022000.0,1.134E7,1740000.0,2740000.0,1063000.0,2662000.0,2276000.0,0.0,6.001E7,6.0E7,
4690000.0,5257000.0,5028000.0,1.136E7,1752000.0,2735000.0,1065000.0,2653000.0,2276000.0,0.0,6.001E7,6.001E7,
4754000.0,5252000.0,5035000.0,1.134E7,1739000.0,2742000.0,1066000.0,2651000.0,2377000.0,0.0,6.001E7,5.996E7,
4749000.0,5242000.0,5026000.0,1.134E7,1734000.0,2741000.0,1064000.0,2657000.0,2340000.0,0.0,6.001E7,5.998E7,
4713000.0,5222000.0,5031000.0,1.134E7,1700000.0,2735000.0,1079000.0,2643000.0,2340000.0,0.0,6.001E7,6.007E7,
4786000.0,5216000.0,5036000.0,1.133E7,1711000.0,2724000.0,1079000.0,2676000.0,2340000.0,0.0,6.001E7,5.999E7,
4776000.0,5205000.0,5045000.0,1.133E7,1693000.0,2724000.0,1079000.0,2682000.0,2334000.0,0.0,6.001E7,6.0E7,
4805000.0,5200000.0,5031000.0,1.132E7,1705000.0,2719000.0,1071000.0,2701000.0,2345000.0,0.0,6.001E7,5.999E7,
4783000.0,5204000.0,5039000.0,1.133E7,1705000.0,2719000.0,1071000.0,2701000.0,2363000.0,0.0,6.001E7,5.999E7,
4761000.0,5200000.0,5047000.0,1.133E7,1698000.0,2713000.0,1263000.0,2516000.0,2391000.0,0.0,6.001E7,6.0E7,
4761000.0,5192000.0,5056000.0,1.133E7,2303000.0,2122000.0,1255000.0,2544000.0,2357000.0,0.0,6.001E7,6.0E7,
4762000.0,5186000.0,5062000.0,1.131E7,2286000.0,2117000.0,1255000.0,2562000.0,2356000.0,0.0,6.001E7,6.002E7,
4730000.0,5200000.0,5065000.0,1.128E7,2293000.0,2103000.0,1260000.0,2601000.0,2305000.0,0.0,6.001E7,6.005E7,
4689000.0,5197000.0,5065000.0,1.129E7,2283000.0,2091000.0,1260000.0,2621000.0,2286000.0,0.0,6.001E7,6.01E7,
4684000.0,5191000.0,5063000.0,1.129E7,2294000.0,2092000.0,1259000.0,2642000.0,2253000.0,0.0,6.001E7,6.012E7,
4663000.0,5187000.0,5070000.0,1.128E7,2305000.0,2081000.0,1259000.0,2669000.0,2226000.0,0.0,6.001E7,6.013E7,
4600000.0,5178000.0,5075000.0,1.129E7,2300000.0,2075000.0,1273000.0,2677000.0,2198000.0,0.0,6.001E7,6.02E7,
4579000.0,5173000.0,5071000.0,1.13E7,2288000.0,2069000.0,1283000.0,2694000.0,2172000.0,0.0,6.001E7,6.023E7,
4800000.0,5176000.0,5077000.0,1.13E7,2287000.0,2063000.0,1283000.0,2720000.0,2273000.0,0.0,6.001E7,5.998E7,
4751000.0,5189000.0,5085000.0,1.128E7,2293000.0,2063000.0,1277000.0,2807000.0,2204000.0,0.0,6.001E7,5.998E7,
4741000.0,5183000.0,5091000.0,1.128E7,2281000.0,2054000.0,1277000.0,2823000.0,2188000.0,0.0,6.001E7,6.0E7,
4709000.0,5181000.0,5098000.0,1.127E7,2293000.0,2042000.0,1293000.0,2829000.0,2165000.0,0.0,6.001E7,6.002E7,
4687000.0,5182000.0,5075000.0,1.126E7,2303000.0,2032000.0,1299000.0,2889000.0,2085000.0,0.0,6.001E7,6.006E7,
4646000.0,5183000.0,5078000.0,1.127E7,2296000.0,2040000.0,1306000.0,2874000.0,2085000.0,0.0,6.001E7,6.007E7,
4705000.0,5179000.0,5084000.0,1.125E7,2283000.0,2048000.0,1320000.0,2891000.0,2069000.0,0.0,6.001E7,6.001E7,
4736000.0,5185000.0,5090000.0,1.122E7,2248000.0,2043000.0,1326000.0,2885000.0,2085000.0,0.0,6.001E7,6.0E7,
4721000.0,5181000.0,5099000.0,1.122E7,2205000.0,2039000.0,1329000.0,2959000.0,2003000.0,0.0,6.001E7,6.005E7,
4683000.0,5178000.0,5086000.0,1.122E7,2171000.0,2039000.0,1329000.0,2965000.0,1997000.0,0.0,6.001E7,6.012E7,
4640000.0,5179000.0,5091000.0,1.121E7,2167000.0,2035000.0,1323000.0,2994000.0,1968000.0,0.0,6.001E7,6.015E7,
4601000.0,5188000.0,5098000.0,1.119E7,2121000.0,2035000.0,1333000.0,3019000.0,1932000.0,0.0,6.001E7,6.021E7,
4569000.0,5178000.0,5106000.0,1.118E7,2094000.0,2035000.0,1327000.0,3019000.0,1932000.0,0.0,6.001E7,6.025E7,
4828000.0,5175000.0,5113000.0,1.116E7,2094000.0,2047000.0,1315000.0,3103000.0,1923000.0,0.0,6.001E7,5.997E7,
4816000.0,5170000.0,5117000.0,1.116E7,2089000.0,2052000.0,1315000.0,3109000.0,1908000.0,0.0,6.001E7,5.998E7,
4802000.0,5176000.0,5105000.0,1.114E7,2291000.0,1884000.0,1288000.0,3085000.0,1886000.0,0.0,6.001E7,6.002E7,
4805000.0,5196000.0,5112000.0,1.113E7,2297000.0,1878000.0,1294000.0,3079000.0,2055000.0,0.0,6.001E7,5.998E7,
4775000.0,5209000.0,5112000.0,1.111E7,2287000.0,1876000.0,1294000.0,3128000.0,1993000.0,0.0,6.001E7,6.0E7,
4740000.0,5167000.0,5105000.0,1.108E7,2294000.0,1875000.0,1288000.0,3174000.0,1956000.0,0.0,6.001E7,6.008E7,
4698000.0,5162000.0,5111000.0,1.108E7,2294000.0,1875000.0,1288000.0,3174000.0,1956000.0,0.0,6.001E7,6.011E7,
4677000.0,5164000.0,5115000.0,1.106E7,2303000.0,1865000.0,1480000.0,2981000.0,1956000.0,0.0,6.001E7,6.011E7,
4649000.0,5175000.0,5117000.0,1.105E7,2309000.0,1859000.0,1480000.0,3004000.0,1933000.0,0.0,6.001E7,6.011E7,
4572000.0,5174000.0,5120000.0,1.105E7,2314000.0,1854000.0,1492000.0,3024000.0,1902000.0,0.0,6.001E7,6.015E7,
4491000.0,5170000.0,5114000.0,1.1E7,1779000.0,1850000.0,1493000.0,3014000.0,1885000.0,0.0,6.001E7,6.081E7,
5279000.0,5166000.0,5118000.0,1.097E7,1779000.0,1850000.0,1510000.0,3022000.0,1923000.0,0.0,6.001E7,6.0E7,
5238000.0,5158000.0,5127000.0,1.1E7,1784000.0,1845000.0,1823000.0,2709000.0,1923000.0,0.0,6.001E7,6.0E7,
5216000.0,5164000.0,5136000.0,1.098E7,1740000.0,1845000.0,1823000.0,2722000.0,1910000.0,0.0,6.001E7,6.006E7,
5203000.0,5164000.0,5139000.0,1.098E7,1720000.0,1845000.0,1823000.0,2743000.0,1890000.0,0.0,6.001E7,6.008E7,
5305000.0,5161000.0,5144000.0,1.098E7,1697000.0,1845000.0,1839000.0,2727000.0,2012000.0,0.0,6.001E7,5.998E7,
5308000.0,5177000.0,5132000.0,1.097E7,1924000.0,1592000.0,2047000.0,2509000.0,2095000.0,0.0,6.001E7,6.0E7,
5267000.0,5187000.0,5138000.0,1.096E7,1924000.0,1606000.0,2037000.0,2515000.0,2082000.0,0.0,6.001E7,6.002E7,
5295000.0,5191000.0,5140000.0,1.092E7,1893000.0,1600000.0,2043000.0,2509000.0,2133000.0,0.0,6.001E7,6.001E7,
5233000.0,5198000.0,5142000.0,1.094E7,1891000.0,1587000.0,2040000.0,2528000.0,2097000.0,0.0,6.001E7,6.003E7,
5231000.0,5179000.0,5153000.0,1.092E7,1890000.0,1581000.0,2049000.0,2533000.0,2082000.0,0.0,6.001E7,6.004E7,
5212000.0,5180000.0,5157000.0,1.092E7,1882000.0,1581000.0,2049000.0,2533000.0,2082000.0,0.0,6.001E7,6.005E7,
5166000.0,5180000.0,5160000.0,1.095E7,1860000.0,1587000.0,2054000.0,2522000.0,2082000.0,0.0,6.001E7,6.007E7,
5098000.0,5176000.0,5161000.0,1.099E7,1854000.0,1591000.0,2058000.0,2518000.0,2076000.0,0.0,6.001E7,6.01E7,
5204000.0,5166000.0,5165000.0,1.1E7,1825000.0,1585000.0,2082000.0,2522000.0,2068000.0,0.0,6.001E7,6.002E7,
5174000.0,5159000.0,5169000.0,1.097E7,1831000.0,1579000.0,2092000.0,2523000.0,2042000.0,0.0,6.001E7,6.003E7,
5169000.0,5153000.0,5170000.0,1.09E7,1826000.0,1569000.0,2087000.0,2523000.0,2042000.0,0.0,6.001E7,6.005E7,
5185000.0,5150000.0,5172000.0,1.093E7,1813000.0,1569000.0,2087000.0,2523000.0,2199000.0,0.0,6.001E7,6.0E7,
5120000.0,5156000.0,5176000.0,1.093E7,1799000.0,1569000.0,2098000.0,2524000.0,2187000.0,0.0,6.001E7,6.005E7,
5101000.0,5147000.0,5184000.0,1.092E7,2039000.0,1323000.0,2090000.0,2535000.0,2160000.0,0.0,6.001E7,6.007E7,
5189000.0,5135000.0,5192000.0,1.093E7,2030000.0,1319000.0,2090000.0,2523000.0,2323000.0,0.0,6.001E7,6.0E7,
5258000.0,5115000.0,5188000.0,1.093E7,2041000.0,1314000.0,2084000.0,2523000.0,2408000.0,0.0,6.001E7,5.994E7,
5234000.0,5106000.0,5189000.0,1.093E7,2029000.0,1317000.0,2078000.0,2546000.0,2385000.0,0.0,6.001E7,5.996E7,
5199000.0,5086000.0,5192000.0,1.094E7,1996000.0,1661000.0,1732000.0,2562000.0,2349000.0,0.0,6.001E7,6.001E7,
5181000.0,5082000.0,5189000.0,1.091E7,1981000.0,1654000.0,1742000.0,2550000.0,2349000.0,0.0,6.001E7,6.005E7,
5243000.0,5084000.0,5178000.0,1.092E7,1968000.0,1660000.0,1750000.0,2635000.0,2293000.0,0.0,6.001E7,5.999E7,
5156000.0,5068000.0,5183000.0,1.094E7,1968000.0,1660000.0,1750000.0,2657000.0,2253000.0,0.0,6.001E7,6.005E7,
5135000.0,5072000.0,5189000.0,1.09E7,1950000.0,1671000.0,1742000.0,2660000.0,2199000.0,0.0,6.001E7,6.007E7,
5212000.0,5065000.0,5179000.0,1.083E7,1974000.0,1647000.0,1742000.0,2679000.0,2231000.0,0.0,6.001E7,6.0E7,
5188000.0,5052000.0,5186000.0,1.081E7,1961000.0,1652000.0,2067000.0,2391000.0,2190000.0,0.0,6.001E7,6.002E7,
5150000.0,5042000.0,5195000.0,1.08E7,1966000.0,1653000.0,2061000.0,2456000.0,2124000.0,0.0,6.001E7,6.005E7,
5203000.0,5036000.0,5202000.0,1.075E7,1966000.0,1653000.0,2061000.0,2456000.0,2191000.0,0.0,6.001E7,5.999E7,
5170000.0,5047000.0,5210000.0,1.075E7,1929000.0,1646000.0,2057000.0,2467000.0,2180000.0,0.0,6.001E7,6.005E7,
5142000.0,5051000.0,5218000.0,1.075E7,1899000.0,1646000.0,2057000.0,2559000.0,2089000.0,0.0,6.001E7,6.008E7,
5256000.0,5056000.0,5205000.0,1.077E7,1821000.0,1646000.0,2057000.0,2565000.0,2165000.0,0.0,6.001E7,6.001E7,
5285000.0,5050000.0,5214000.0,1.078E7,1784000.0,1646000.0,2057000.0,2565000.0,2210000.0,0.0,6.001E7,6.0E7,
5302000.0,5065000.0,5222000.0,1.078E7,1727000.0,1646000.0,2057000.0,2571000.0,2257000.0,0.0,6.001E7,5.999E7,
5252000.0,5075000.0,5225000.0,1.072E7,1719000.0,1641000.0,2057000.0,2625000.0,2203000.0,0.0,6.001E7,6.003E7,
5233000.0,5073000.0,5208000.0,1.073E7,1714000.0,1640000.0,2055000.0,2625000.0,2203000.0,0.0,6.001E7,6.006E7,
5282000.0,5075000.0,5214000.0,1.071E7,1702000.0,1640000.0,2055000.0,2656000.0,2257000.0,0.0,6.001E7,6.0E7,
5274000.0,5071000.0,5220000.0,1.07E7,1658000.0,1637000.0,2064000.0,2668000.0,2235000.0,0.0,6.001E7,6.005E7,
5248000.0,5076000.0,5225000.0,1.069E7,1666000.0,1629000.0,2064000.0,2705000.0,2198000.0,0.0,6.001E7,6.005E7,
5281000.0,5051000.0,5230000.0,1.068E7,1666000.0,1629000.0,2064000.0,2752000.0,2293000.0,0.0,6.001E7,6.004E7,
5355000.0,5053000.0,5225000.0,1.066E7,1615000.0,1617000.0,2064000.0,2764000.0,2335000.0,0.0,6.001E7,6.001E7,
5313000.0,5084000.0,5217000.0,1.063E7,1615000.0,1624000.0,2056000.0,2764000.0,2335000.0,0.0,6.001E7,6.002E7,
5249000.0,5105000.0,5211000.0,1.063E7,2537000.0,702200.0,2062000.0,2773000.0,2320000.0,0.0,6.001E7,6.003E7,
5259000.0,5095000.0,5218000.0,1.062E7,2530000.0,697500.0,2067000.0,2756000.0,2520000.0,0.0,6.001E7,6.001E7,
5173000.0,5082000.0,5226000.0,1.061E7,2510000.0,691500.0,2067000.0,2756000.0,2520000.0,0.0,6.001E7,6.012E7,
5155000.0,5071000.0,5236000.0,1.058E7,2496000.0,691500.0,2073000.0,2760000.0,2509000.0,0.0,6.001E7,6.013E7,
5232000.0,5070000.0,5232000.0,1.061E7,2475000.0,690600.0,2065000.0,2760000.0,2610000.0,0.0,6.001E7,6.004E7,
5224000.0,5059000.0,5234000.0,1.059E7,2468000.0,679300.0,2067000.0,2750000.0,2610000.0,0.0,6.001E7,6.007E7,
5295000.0,5052000.0,5240000.0,1.061E7,2464000.0,678100.0,2078000.0,2738000.0,2671000.0,0.0,6.001E7,5.999E7,
5233000.0,5060000.0,5245000.0,1.064E7,2464000.0,672100.0,2076000.0,2748000.0,2717000.0,0.0,6.001E7,6.0E7,
5220000.0,5050000.0,5257000.0,1.063E7,2427000.0,678100.0,2070000.0,2761000.0,2705000.0,0.0,6.001E7,6.003E7,
5199000.0,5061000.0,5264000.0,1.063E7,2428000.0,676600.0,2064000.0,2761000.0,2705000.0,0.0,6.001E7,6.004E7,
5242000.0,5076000.0,5271000.0,1.063E7,2407000.0,669100.0,2064000.0,2821000.0,2695000.0,0.0,6.001E7,5.999E7,
5256000.0,5067000.0,5274000.0,1.064E7,2364000.0,662900.0,2068000.0,2815000.0,2819000.0,0.0,6.001E7,5.998E7,
5224000.0,5071000.0,5264000.0,1.061E7,2326000.0,664100.0,2080000.0,2808000.0,2807000.0,0.0,6.001E7,6.004E7,
5167000.0,5094000.0,5273000.0,1.06E7,2309000.0,673200.0,2069000.0,2850000.0,2742000.0,0.0,6.001E7,6.006E7,
5137000.0,5089000.0,5266000.0,1.059E7,2294000.0,679200.0,2077000.0,2862000.0,2704000.0,0.0,6.001E7,6.009E7,
5094000.0,5084000.0,5276000.0,1.06E7,1932000.0,683100.0,2068000.0,2859000.0,2687000.0,0.0,6.001E7,6.05E7,
5076000.0,5072000.0,5282000.0,1.059E7,1890000.0,686100.0,2068000.0,2984000.0,2541000.0,0.0,6.001E7,6.056E7,
5044000.0,5068000.0,5283000.0,1.057E7,2070000.0,495200.0,2063000.0,2978000.0,2541000.0,0.0,6.001E7,6.062E7,
5701000.0,5070000.0,5290000.0,1.056E7,2026000.0,799900.0,1753000.0,3003000.0,2562000.0,0.0,6.001E7,5.997E7,
5606000.0,5085000.0,5296000.0,1.06E7,2026000.0,799900.0,1759000.0,3007000.0,2552000.0,0.0,6.001E7,5.997E7,
5562000.0,5097000.0,5302000.0,1.06E7,1990000.0,801100.0,2033000.0,2753000.0,2526000.0,0.0,6.001E7,6.002E7,
5542000.0,5088000.0,5310000.0,1.059E7,1915000.0,808300.0,2032000.0,2747000.0,2526000.0,0.0,6.001E7,6.011E7,
5633000.0,5087000.0,5314000.0,1.059E7,1901000.0,806800.0,2032000.0,2769000.0,2528000.0,0.0,6.001E7,6.001E7,
5621000.0,5073000.0,5307000.0,1.052E7,1801000.0,806900.0,2032000.0,2788000.0,2484000.0,0.0,6.001E7,6.015E7,
5589000.0,5065000.0,5310000.0,1.051E7,1795000.0,805400.0,2032000.0,2788000.0,2484000.0,0.0,6.001E7,6.019E7,
5571000.0,5064000.0,5316000.0,1.048E7,1771000.0,804200.0,2024000.0,2843000.0,2429000.0,0.0,6.001E7,6.022E7,
5508000.0,5062000.0,5318000.0,1.048E7,1763000.0,816200.0,2012000.0,2843000.0,2429000.0,0.0,6.001E7,6.028E7,
5448000.0,5050000.0,5322000.0,1.05E7,1739000.0,828200.0,2000000.0,2864000.0,2403000.0,0.0,6.001E7,6.032E7,
5412000.0,5045000.0,5336000.0,1.051E7,1720000.0,833000.0,2283000.0,2638000.0,2325000.0,0.0,6.001E7,6.035E7,
5336000.0,5065000.0,5342000.0,1.05E7,1682000.0,822900.0,2290000.0,2638000.0,2303000.0,0.0,6.001E7,6.044E7,
5315000.0,5061000.0,5353000.0,1.051E7,1674000.0,822900.0,2289000.0,2663000.0,2279000.0,0.0,6.001E7,6.044E7,
5741000.0,5053000.0,5360000.0,1.05E7,1648000.0,827400.0,2277000.0,2750000.0,2256000.0,0.0,6.001E7,6.003E7,
5782000.0,5049000.0,5359000.0,1.055E7,1595000.0,826200.0,2276000.0,2750000.0,2299000.0,0.0,6.001E7,5.998E7,
5702000.0,5046000.0,5366000.0,1.057E7,1601000.0,832200.0,2264000.0,2760000.0,2289000.0,0.0,6.001E7,6.002E7,
