entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabK,xER,xPM,
1.522,0.2763,0.06509,0.03198,0.02801,0.06893,0.007164,0.002016,0.00493,0.01492,0.01968,0.0,0.3781,0.3791,
1.521,0.2787,0.06407,0.03216,0.02802,0.06924,0.007234,0.001948,0.005029,0.01512,0.01931,0.0,0.3782,0.3796,
1.52,0.2793,0.06362,0.03222,0.02805,0.0692,0.007235,0.001948,0.00503,0.01519,0.01925,0.0,0.3783,0.38,
1.519,0.2885,0.06298,0.03231,0.02798,0.06928,0.00716,0.002088,0.00499,0.01514,0.01905,0.0,0.3785,0.3805,
1.519,0.2811,0.06266,0.03237,0.02801,0.06946,0.007161,0.002089,0.005049,0.01508,0.01891,0.0,0.3786,0.3806,
1.524,0.2806,0.06438,0.03236,0.02802,0.06946,0.007186,0.002056,0.005083,0.0151,0.01977,0.0,0.3783,0.3783,
1.524,0.2831,0.06385,0.03256,0.02805,0.06962,0.007187,0.002057,0.005144,0.01527,0.01947,0.0,0.3784,0.3785,
1.526,0.2853,0.06334,0.03252,0.02808,0.06996,0.007183,0.002102,0.005125,0.01523,0.0201,0.0,0.3781,0.3782,
1.525,0.2899,0.06272,0.03263,0.02811,0.07024,0.007184,0.002102,0.005125,0.01541,0.01984,0.0,0.3782,0.3784,
1.524,0.2869,0.06211,0.0325,0.02814,0.07039,0.007185,0.002103,0.005164,0.01556,0.01966,0.0,0.3782,0.3789,
1.527,0.2883,0.06245,0.03241,0.02818,0.07037,0.007179,0.002101,0.00516,0.01584,0.0202,0.0,0.378,0.3781,
1.527,0.289,0.06185,0.03238,0.02823,0.07066,0.007152,0.00296,0.004326,0.01581,0.02004,0.0,0.3781,0.3785,
1.526,0.2926,0.06143,0.03235,0.0283,0.07072,0.007151,0.00296,0.004326,0.01585,0.02,0.0,0.3782,0.3787,
1.526,0.2905,0.06109,0.03246,0.02833,0.07087,0.007245,0.002866,0.004364,0.0159,0.01991,0.0,0.3782,0.3787,
1.528,0.2909,0.06134,0.03257,0.02838,0.07092,0.007241,0.002866,0.004364,0.01607,0.02005,0.0,0.3782,0.378,
1.527,0.2913,0.06128,0.03256,0.02842,0.07095,0.007281,0.002829,0.004425,0.01629,0.01955,0.0,0.3783,0.3781,
1.527,0.293,0.06024,0.03273,0.02845,0.07146,0.007284,0.00283,0.004427,0.01675,0.01912,0.0,0.3785,0.3783,
1.527,0.2962,0.05987,0.03283,0.0285,0.07162,0.007284,0.00283,0.004482,0.01698,0.01883,0.0,0.3785,0.3783,
1.53,0.2851,0.05893,0.03319,0.0285,0.07186,0.007276,0.002826,0.00454,0.01708,0.01978,0.0,0.3781,0.378,
1.529,0.2765,0.05846,0.0333,0.02856,0.07185,0.007279,0.002827,0.004541,0.01741,0.01933,0.0,0.3782,0.3783,
1.529,0.2763,0.05798,0.03327,0.0286,0.07198,0.007327,0.002823,0.004494,0.01745,0.01929,0.0,0.3782,0.3786,
1.528,0.2784,0.05751,0.03324,0.02866,0.07199,0.00733,0.002823,0.004495,0.01771,0.01897,0.0,0.3784,0.3789,
1.527,0.2771,0.05684,0.03346,0.02865,0.07208,0.00733,0.002823,0.004495,0.01777,0.0189,0.0,0.3784,0.3793,
1.526,0.2795,0.05628,0.03358,0.02871,0.07186,0.007352,0.002804,0.004497,0.01786,0.01883,0.0,0.3785,0.3797,
1.531,0.2794,0.05725,0.03358,0.02866,0.07173,0.007413,0.002734,0.004493,0.01795,0.0199,0.0,0.3782,0.3781,
1.531,0.2818,0.05682,0.03372,0.02869,0.07196,0.007413,0.002734,0.004493,0.01811,0.01978,0.0,0.3782,0.3781,
1.531,0.2844,0.05622,0.03387,0.02869,0.0722,0.007415,0.002765,0.004518,0.0181,0.01974,0.0,0.3783,0.3782,
1.53,0.2846,0.05581,0.03389,0.02872,0.07224,0.007416,0.00279,0.004646,0.01802,0.01967,0.0,0.3784,0.3784,
1.529,0.2887,0.0555,0.03371,0.02879,0.07195,0.00742,0.004282,0.003158,0.01813,0.01951,0.0,0.3785,0.379,
1.532,0.2912,0.05551,0.03405,0.02881,0.07195,0.007417,0.00431,0.003126,0.01847,0.01975,0.0,0.3784,0.3782,
1.533,0.2928,0.0553,0.03409,0.02885,0.07191,0.007272,0.004308,0.003165,0.0185,0.02038,0.0,0.3782,0.378,
1.532,0.2704,0.0546,0.0343,0.02887,0.07233,0.007243,0.004302,0.003156,0.01859,0.02019,0.0,0.3783,0.3781,
1.533,0.2743,0.05375,0.03433,0.02891,0.07256,0.007271,0.00427,0.003155,0.01858,0.02068,0.0,0.3782,0.3783,
1.535,0.2788,0.05325,0.03432,0.02896,0.07282,0.007271,0.00427,0.005008,0.01695,0.02046,0.0,0.3782,0.3785,
1.535,0.2771,0.05283,0.03437,0.02902,0.07283,0.007271,0.004334,0.005009,0.01689,0.02047,0.0,0.3783,0.3787,
1.534,0.2859,0.05246,0.0344,0.02907,0.07294,0.007273,0.004287,0.005106,0.01694,0.02033,0.0,0.3784,0.3788,
1.534,0.2761,0.0523,0.03443,0.02912,0.07288,0.007274,0.004287,0.005145,0.01742,0.01982,0.0,0.3784,0.3789,
1.532,0.2773,0.0514,0.03444,0.02919,0.07313,0.007146,0.004378,0.005057,0.01756,0.01949,0.0,0.3785,0.3797,
1.535,0.2798,0.05231,0.03444,0.02921,0.07329,0.007145,0.004377,0.005057,0.01776,0.01946,0.0,0.3785,0.3784,
1.534,0.2805,0.05205,0.03454,0.02924,0.07331,0.007147,0.004427,0.005101,0.01781,0.01919,0.0,0.3786,0.3786,
1.536,0.2789,0.05154,0.03448,0.02928,0.07362,0.007111,0.004415,0.005125,0.01809,0.01972,0.0,0.3783,0.3783,
1.534,0.2759,0.051,0.03442,0.02929,0.07352,0.007113,0.004416,0.005164,0.01823,0.01944,0.0,0.3784,0.379,
1.533,0.2759,0.05041,0.0342,0.02933,0.07356,0.007113,0.004417,0.005385,0.01869,0.01877,0.0,0.3785,0.3797,
1.532,0.2774,0.05014,0.03398,0.02933,0.07357,0.007064,0.004402,0.005399,0.01869,0.01873,0.0,0.3785,0.3802,
1.531,0.2732,0.04957,0.03412,0.02934,0.07372,0.007069,0.004353,0.0054,0.01939,0.0179,0.0,0.3786,0.3806,
1.53,0.2749,0.0491,0.03418,0.0294,0.07374,0.007069,0.004353,0.005401,0.01946,0.01783,0.0,0.3787,0.3808,
1.53,0.2769,0.04886,0.03422,0.02945,0.07374,0.007068,0.004391,0.005362,0.01947,0.01783,0.0,0.3787,0.3809,
1.529,0.273,0.04848,0.03421,0.02949,0.07384,0.007053,0.004409,0.005312,0.01984,0.01746,0.0,0.3787,0.3812,
1.528,0.2748,0.04716,0.03471,0.02953,0.0741,0.007034,0.004397,0.005266,0.02015,0.01715,0.0,0.3788,0.3817,
1.534,0.2717,0.05001,0.03477,0.02955,0.07413,0.007071,0.004398,0.005266,0.02018,0.01725,0.0,0.3787,0.3786,
1.533,0.2731,0.04957,0.03478,0.02958,0.07423,0.007023,0.004368,0.005387,0.02029,0.01688,0.0,0.3788,0.3791,
1.536,0.2723,0.05004,0.03464,0.0296,0.07419,0.007017,0.004364,0.005383,0.02056,0.01752,0.0,0.3785,0.3782,
1.535,0.2584,0.04978,0.03456,0.02941,0.07411,0.006971,0.004365,0.005383,0.02075,0.01733,0.0,0.3786,0.3788,
1.532,0.2593,0.04887,0.03425,0.02944,0.07411,0.006973,0.004391,0.005518,0.02119,0.01675,0.0,0.3787,0.3798,
1.53,0.2604,0.04855,0.03429,0.02951,0.07407,0.008946,0.002491,0.005401,0.02161,0.01634,0.0,0.3788,0.38,
1.534,0.2628,0.04976,0.03418,0.02954,0.07419,0.00898,0.002414,0.005446,0.02188,0.01664,0.0,0.3786,0.3784,
1.533,0.2728,0.04943,0.03416,0.02948,0.07408,0.008983,0.002458,0.005518,0.02185,0.01656,0.0,0.3787,0.3788,
1.533,0.261,0.04936,0.03422,0.0295,0.07398,0.008824,0.002458,0.005518,0.022,0.01668,0.0,0.3787,0.3787,
1.533,0.2646,0.04893,0.03422,0.02953,0.07414,0.008827,0.002458,0.005558,0.02216,0.01634,0.0,0.3789,0.379,
1.531,0.2615,0.04839,0.03424,0.02953,0.07421,0.008701,0.002459,0.005743,0.02275,0.01557,0.0,0.3789,0.3795,
1.53,0.2703,0.04804,0.03419,0.02958,0.07427,0.008702,0.002459,0.005745,0.02285,0.01536,0.0,0.379,0.3798,
1.537,0.2795,0.04853,0.03429,0.02959,0.0744,0.008702,0.002459,0.01048,0.01845,0.01522,0.0,0.379,0.3789,
1.535,0.2867,0.0484,0.03426,0.02964,0.07435,0.008473,0.002459,0.01048,0.01845,0.01522,0.0,0.379,0.3792,
1.536,0.2675,0.04862,0.0343,0.02967,0.07434,0.008333,0.002522,0.01047,0.01847,0.01524,0.0,0.3791,0.379,
1.535,0.2626,0.04834,0.03438,0.02963,0.07433,0.008372,0.002485,0.01051,0.01844,0.01524,0.0,0.3791,0.3792,
1.538,0.2602,0.04826,0.03423,0.02962,0.07426,0.008438,0.002406,0.01054,0.01849,0.01624,0.0,0.3787,0.3788,
1.537,0.2627,0.04804,0.03419,0.02964,0.07431,0.008441,0.002455,0.01052,0.01847,0.01615,0.0,0.3788,0.379,
1.539,0.2517,0.04822,0.03425,0.02966,0.07423,0.008477,0.002455,0.01052,0.0185,0.01633,0.0,0.3787,0.3786,
1.538,0.2566,0.04795,0.03416,0.02973,0.07425,0.008518,0.002468,0.01046,0.01882,0.01598,0.0,0.3788,0.3788,
1.538,0.2612,0.04765,0.03414,0.0298,0.07424,0.008558,0.00243,0.01052,0.01891,0.01584,0.0,0.3789,0.379,
1.537,0.2686,0.04685,0.03419,0.02983,0.07475,0.008559,0.002599,0.01046,0.01887,0.01571,0.0,0.3789,0.3792,
1.536,0.2643,0.04621,0.03436,0.02985,0.07465,0.008553,0.0026,0.01048,0.01891,0.01563,0.0,0.3791,0.3797,
1.536,0.2588,0.04611,0.03432,0.0299,0.07461,0.008506,0.002638,0.0105,0.01886,0.01563,0.0,0.3792,0.3798,
1.535,0.2621,0.04584,0.03445,0.02994,0.07463,0.008449,0.002601,0.0105,0.01922,0.01528,0.0,0.3792,0.3799,
1.537,0.2622,0.04635,0.03456,0.02997,0.07471,0.008486,0.002638,0.01053,0.01928,0.01529,0.0,0.3792,0.379,
1.538,0.2623,0.04591,0.0346,0.02976,0.07481,0.008531,0.002587,0.01074,0.01916,0.01586,0.0,0.3789,0.3791,
1.537,0.269,0.04562,0.0347,0.0298,0.07465,0.008534,0.00254,0.01078,0.01912,0.01587,0.0,0.3791,0.3793,
1.537,0.2711,0.04528,0.0348,0.02984,0.07462,0.008536,0.002632,0.01078,0.01934,0.01543,0.0,0.3792,0.3796,
1.539,0.2697,0.04562,0.03477,0.02988,0.07448,0.008527,0.002586,0.01083,0.01927,0.01608,0.0,0.379,0.379,
1.535,0.2664,0.0451,0.03479,0.0299,0.07484,0.007614,0.002563,0.01087,0.0193,0.01595,0.0,0.379,0.3801,
1.534,0.2646,0.0447,0.03482,0.02985,0.07485,0.007615,0.002563,0.01093,0.01944,0.01574,0.0,0.3791,0.3804,
1.537,0.2614,0.04576,0.03487,0.02987,0.07488,0.007614,0.002563,0.01099,0.02007,0.01524,0.0,0.379,0.3791,
1.537,0.2587,0.0455,0.03495,0.02991,0.07491,0.007653,0.002525,0.01105,0.02001,0.01524,0.0,0.3791,0.3792,
1.536,0.2581,0.04529,0.03489,0.02996,0.0748,0.007655,0.002587,0.011,0.02016,0.01509,0.0,0.3792,0.3794,
1.535,0.2605,0.04461,0.03483,0.02999,0.07494,0.007695,0.00259,0.01099,0.02025,0.01498,0.0,0.3793,0.3799,
1.534,0.2648,0.04453,0.0348,0.03002,0.07457,0.007737,0.002635,0.01109,0.02056,0.0145,0.0,0.3795,0.3801,
1.537,0.2606,0.04511,0.0348,0.03007,0.07441,0.007734,0.002715,0.01105,0.02052,0.01505,0.0,0.3793,0.3792,
1.535,0.2577,0.04467,0.03479,0.03012,0.07438,0.007577,0.002815,0.01095,0.02053,0.01496,0.0,0.3795,0.3797,
1.533,0.2589,0.04401,0.03451,0.03012,0.07438,0.008124,0.00222,0.01097,0.02062,0.01485,0.0,0.3797,0.3804,
1.534,0.2569,0.04459,0.03437,0.03016,0.07416,0.008125,0.00222,0.01097,0.02081,0.01483,0.0,0.3798,0.3799,
1.532,0.2585,0.04392,0.03443,0.03019,0.07439,0.008128,0.002259,0.01103,0.02073,0.01461,0.0,0.38,0.3804,
1.534,0.2588,0.04437,0.0343,0.03002,0.07415,0.008126,0.002301,0.01098,0.02096,0.01492,0.0,0.3799,0.38,
1.534,0.2568,0.04432,0.03427,0.03007,0.07403,0.008158,0.002309,0.01094,0.02107,0.01481,0.0,0.3799,0.3801,
1.532,0.2648,0.044,0.03436,0.03011,0.07402,0.007996,0.002338,0.01096,0.02109,0.01467,0.0,0.3801,0.3804,
1.532,0.274,0.04375,0.03436,0.0301,0.074,0.007997,0.002339,0.01102,0.02104,0.01467,0.0,0.3801,0.3806,
1.531,0.2654,0.0434,0.03433,0.03009,0.07405,0.007945,0.002364,0.0111,0.02094,0.01467,0.0,0.3802,0.3809,
1.529,0.2528,0.04298,0.03435,0.0301,0.07417,0.007799,0.002363,0.01115,0.02175,0.01381,0.0,0.3802,0.3813,
1.529,0.2703,0.04293,0.03432,0.03015,0.07391,0.007832,0.002333,0.01121,0.02189,0.01363,0.0,0.3804,0.3814,
1.531,0.2542,0.04394,0.03433,0.03018,0.07379,0.007833,0.002324,0.01121,0.02186,0.01378,0.0,0.3804,0.3803,
1.531,0.2564,0.04365,0.03433,0.03021,0.07392,0.007834,0.002362,0.01117,0.02208,0.01357,0.0,0.3805,0.3804,
1.533,0.2591,0.04329,0.03422,0.03012,0.07391,0.007733,0.002405,0.01119,0.02234,0.01428,0.0,0.3802,0.3803,
1.533,0.2542,0.04329,0.03416,0.03014,0.07377,0.007734,0.002444,0.01115,0.02235,0.01428,0.0,0.3803,0.3804,
1.532,0.2539,0.04312,0.03419,0.0302,0.07375,0.007735,0.002444,0.01123,0.02238,0.01418,0.0,0.3803,0.3804,
1.532,0.2603,0.04262,0.03432,0.03024,0.07363,0.007776,0.002407,0.013,0.02063,0.01411,0.0,0.3805,0.3808,
1.532,0.2619,0.04221,0.03427,0.03019,0.07392,0.00781,0.002488,0.01289,0.0208,0.01394,0.0,0.3806,0.3809,
1.53,0.2652,0.04202,0.03438,0.03006,0.07398,0.007656,0.002438,0.01292,0.02081,0.01375,0.0,0.3807,0.3813,
1.529,0.2629,0.04172,0.0342,0.03011,0.07396,0.007541,0.002636,0.01276,0.02088,0.01364,0.0,0.3807,0.3819,
1.528,0.2708,0.04157,0.03421,0.03017,0.07402,0.007543,0.002729,0.01267,0.02118,0.0131,0.0,0.3808,0.382,
1.526,0.2735,0.04107,0.03411,0.03022,0.07403,0.007499,0.002681,0.01273,0.02113,0.01296,0.0,0.381,0.3826,
1.525,0.2536,0.04084,0.03417,0.03026,0.07391,0.007364,0.002682,0.01279,0.02118,0.01287,0.0,0.3811,0.3828,
1.524,0.2559,0.04029,0.03415,0.03028,0.0741,0.007279,0.002673,0.01279,0.02122,0.01283,0.0,0.3812,0.3832,
1.523,0.2664,0.03989,0.03431,0.03015,0.0742,0.007276,0.002748,0.01275,0.02123,0.01279,0.0,0.3812,0.3834,
1.53,0.2602,0.04224,0.03423,0.03018,0.07396,0.007215,0.002793,0.0127,0.02129,0.0135,0.0,0.3811,0.3808,
1.53,0.2601,0.04203,0.03421,0.0302,0.07383,0.0072,0.002765,0.01927,0.01474,0.01351,0.0,0.3812,0.381,
1.529,0.2649,0.04172,0.03424,0.03022,0.07395,0.007192,0.002718,0.01927,0.01506,0.01304,0.0,0.3813,0.3813,
1.531,0.2583,0.0419,0.03421,0.03027,0.07381,0.007109,0.002717,0.01926,0.01512,0.01357,0.0,0.3812,0.3809,
1.53,0.2596,0.04166,0.03419,0.03024,0.07382,0.007112,0.002718,0.01931,0.01536,0.01321,0.0,0.3813,0.3811,
1.529,0.2688,0.04139,0.03409,0.03027,0.07369,0.007113,0.002763,0.01927,0.0158,0.01278,0.0,0.3814,0.3815,
1.529,0.271,0.04117,0.03413,0.03021,0.07374,0.007114,0.002802,0.01931,0.01592,0.01258,0.0,0.3814,0.3816,
1.528,0.2701,0.04106,0.03414,0.03015,0.07372,0.007149,0.002874,0.01924,0.01588,0.01258,0.0,0.3814,0.3818,
1.528,0.2724,0.04095,0.03423,0.03021,0.07358,0.007216,0.002896,0.01916,0.01612,0.0122,0.0,0.3816,0.3819,
1.529,0.2783,0.04087,0.03422,0.03023,0.07383,0.007255,0.002857,0.01916,0.01616,0.01235,0.0,0.3816,0.3815,
1.532,0.2679,0.0406,0.03417,0.03024,0.07383,0.007285,0.002854,0.0191,0.01614,0.0136,0.0,0.3811,0.381,
1.532,0.2692,0.0403,0.03419,0.03029,0.07388,0.007238,0.002936,0.01906,0.01645,0.01326,0.0,0.3812,0.3812,
1.533,0.2925,0.04018,0.03414,0.03031,0.07404,0.007236,0.003011,0.01915,0.01627,0.01362,0.0,0.381,0.381,
1.533,0.2725,0.03998,0.03417,0.03031,0.07412,0.007351,0.002894,0.01915,0.01641,0.01372,0.0,0.381,0.3809,
1.532,0.2708,0.03957,0.03449,0.0303,0.074,0.007416,0.002911,0.01923,0.01631,0.01351,0.0,0.3811,0.3812,
1.532,0.2797,0.03927,0.03459,0.03028,0.07396,0.007441,0.003001,0.01912,0.01631,0.01351,0.0,0.3812,0.3814,
1.532,0.2777,0.03938,0.03454,0.03018,0.074,0.007441,0.003001,0.02178,0.01384,0.01343,0.0,0.3812,0.3812,
1.535,0.2768,0.03946,0.03444,0.03017,0.0739,0.007434,0.003159,0.02164,0.01379,0.01459,0.0,0.3808,0.3806,
1.536,0.2783,0.03915,0.03439,0.0302,0.07398,0.007432,0.003158,0.02167,0.01375,0.01494,0.0,0.3807,0.3806,
1.535,0.2802,0.03852,0.03437,0.03022,0.07421,0.007461,0.003285,0.0231,0.01216,0.01527,0.0,0.3806,0.3808,
1.539,0.2831,0.03885,0.03444,0.03023,0.07413,0.007486,0.003367,0.02328,0.01184,0.01613,0.0,0.3803,0.3799,
1.538,0.2684,0.03856,0.03441,0.03026,0.07432,0.007487,0.003367,0.02332,0.01227,0.01566,0.0,0.3804,0.38,
1.539,0.2684,0.03821,0.03459,0.03026,0.07433,0.007486,0.003392,0.02329,0.0125,0.01559,0.0,0.3804,0.38,
1.538,0.2561,0.03803,0.03456,0.03027,0.07411,0.007488,0.003507,0.02329,0.0124,0.0156,0.0,0.3804,0.3803,
1.538,0.2594,0.03779,0.03455,0.03028,0.07426,0.007548,0.003526,0.02325,0.01252,0.01537,0.0,0.3805,0.3804,
1.537,0.2619,0.03747,0.03452,0.03034,0.07442,0.007626,0.003631,0.02317,0.0125,0.01522,0.0,0.3806,0.3805,
1.537,0.2601,0.0373,0.03452,0.03037,0.07435,0.007628,0.003709,0.02314,0.01288,0.0148,0.0,0.3807,0.3806,
1.539,0.2686,0.03748,0.03445,0.03039,0.074,0.007606,0.003921,0.02297,0.0128,0.01552,0.0,0.3806,0.3803,
1.539,0.2674,0.03746,0.03445,0.03041,0.07389,0.007577,0.003914,0.02296,0.0128,0.01553,0.0,0.3806,0.3804,
1.539,0.2559,0.03734,0.03444,0.03047,0.07378,0.007578,0.00411,0.02277,0.01287,0.01547,0.0,0.3807,0.3805,
1.539,0.2545,0.0371,0.03447,0.03049,0.07389,0.007502,0.004263,0.02269,0.01286,0.0154,0.0,0.3807,0.3806,
1.538,0.2577,0.03703,0.03446,0.03056,0.07362,0.007502,0.004506,0.02246,0.01305,0.0151,0.0,0.3809,0.3808,
1.537,0.2551,0.03678,0.03441,0.03061,0.07374,0.007351,0.004622,0.0224,0.01315,0.01485,0.0,0.381,0.3811,
1.537,0.2581,0.03635,0.03446,0.03066,0.07392,0.007351,0.004845,0.02222,0.01318,0.01479,0.0,0.3811,0.3811,
1.537,0.2589,0.03602,0.03445,0.0307,0.07403,0.007388,0.004924,0.02215,0.01324,0.01468,0.0,0.3811,0.3813,
1.536,0.2707,0.03553,0.03457,0.03073,0.07414,0.007389,0.005078,0.02204,0.01321,0.01469,0.0,0.3812,0.3814,
1.538,0.2536,0.03554,0.03451,0.03065,0.07395,0.007385,0.005076,0.02203,0.01321,0.01528,0.0,0.3811,0.3812,
1.542,0.267,0.03531,0.03447,0.03073,0.07394,0.007425,0.009916,0.01727,0.0132,0.01519,0.0,0.3812,0.3813,
1.541,0.2583,0.03489,0.03446,0.03074,0.07405,0.007427,0.01003,0.01723,0.01348,0.01473,0.0,0.3813,0.3816,
1.541,0.2515,0.03475,0.03451,0.03076,0.07384,0.007429,0.01015,0.0172,0.01341,0.01473,0.0,0.3814,0.3818,
1.545,0.2515,0.03522,0.03445,0.03078,0.07379,0.007259,0.01033,0.01695,0.01339,0.01612,0.0,0.381,0.3807,
1.545,0.2519,0.03491,0.03456,0.03083,0.07378,0.00726,0.01041,0.01694,0.01367,0.01577,0.0,0.381,0.3809,
1.545,0.251,0.0348,0.03451,0.03088,0.07368,0.0073,0.0106,0.01684,0.01355,0.01577,0.0,0.3811,0.381,
1.545,0.2542,0.03456,0.03446,0.03089,0.07367,0.007362,0.01066,0.01677,0.01364,0.01596,0.0,0.3811,0.381,
1.544,0.254,0.03439,0.0345,0.03093,0.07335,0.007417,0.01065,0.01674,0.01371,0.01583,0.0,0.3813,0.3812,
1.543,0.2498,0.03384,0.03456,0.03098,0.07354,0.007419,0.01073,0.01684,0.01378,0.01551,0.0,0.3814,0.3814,
1.543,0.2466,0.03371,0.03452,0.03093,0.07347,0.007421,0.01081,0.01677,0.01378,0.01552,0.0,0.3815,0.3816,
1.544,0.25,0.03392,0.03453,0.03098,0.07329,0.008325,0.009985,0.01669,0.01378,0.01565,0.0,0.3815,0.3813,
1.543,0.2504,0.03386,0.03451,0.03103,0.0731,0.008327,0.01006,0.01667,0.01395,0.01535,0.0,0.3817,0.3814,
1.545,0.2581,0.0333,0.03449,0.03098,0.07345,0.01044,0.008056,0.0166,0.01403,0.01606,0.0,0.3813,0.3813,
1.545,0.2598,0.03294,0.03455,0.03101,0.07334,0.01053,0.00811,0.01915,0.01162,0.01635,0.0,0.3812,0.3812,
1.546,0.2521,0.03273,0.03453,0.03102,0.07329,0.01053,0.008145,0.01916,0.01177,0.01676,0.0,0.3811,0.381,
1.547,0.2527,0.03283,0.0345,0.03091,0.07328,0.01053,0.00826,0.01909,0.01185,0.01679,0.0,0.3811,0.3809,
1.547,0.2567,0.03262,0.03445,0.03084,0.07311,0.01053,0.008463,0.01896,0.01179,0.01704,0.0,0.3811,0.3811,
1.544,0.2598,0.0324,0.03451,0.03088,0.07329,0.009536,0.008394,0.019,0.01168,0.01743,0.0,0.381,0.3819,
1.543,0.2553,0.03228,0.03433,0.03098,0.07311,0.009363,0.008464,0.01909,0.0118,0.01714,0.0,0.381,0.3824,
1.546,0.2499,0.03366,0.03407,0.03101,0.0731,0.009544,0.0084,0.01911,0.01186,0.0171,0.0,0.381,0.3812,
1.544,0.2499,0.03332,0.03406,0.03093,0.07306,0.009429,0.008524,0.01913,0.01175,0.01704,0.0,0.3811,0.3817,
1.546,0.247,0.03382,0.034,0.031,0.0731,0.009453,0.008449,0.01909,0.01178,0.01717,0.0,0.3811,0.3811,
1.545,0.2484,0.03376,0.03396,0.03103,0.07289,0.009453,0.008522,0.01914,0.01167,0.01692,0.0,0.3812,0.3814,
1.543,0.2505,0.03332,0.03394,0.03096,0.07299,0.009446,0.008562,0.01917,0.01167,0.01675,0.0,0.3813,0.3819,
1.543,0.2529,0.03313,0.03394,0.03102,0.07302,0.009403,0.008604,0.0191,0.01167,0.01675,0.0,0.3814,0.382,
1.542,0.2528,0.03308,0.03388,0.03107,0.07301,0.009242,0.008688,0.01904,0.01161,0.01675,0.0,0.3814,0.3822,
1.541,0.2533,0.03267,0.03399,0.03112,0.07314,0.009036,0.008843,0.01899,0.01152,0.01676,0.0,0.3815,0.3825,
1.54,0.2571,0.03253,0.03397,0.03119,0.07314,0.008855,0.008869,0.01897,0.01163,0.01656,0.0,0.3815,0.3827,
1.539,0.253,0.03227,0.03387,0.03126,0.07305,0.008952,0.008845,0.0189,0.01163,0.01657,0.0,0.3816,0.383,
1.544,0.2521,0.03368,0.03383,0.03129,0.07298,0.008952,0.00887,0.01878,0.01163,0.01718,0.0,0.3814,0.3814,
1.543,0.2537,0.03311,0.03387,0.03133,0.07302,0.009068,0.008794,0.01878,0.01159,0.01718,0.0,0.3815,0.3818,
1.543,0.2526,0.03303,0.03384,0.03139,0.07286,0.009101,0.00893,0.01862,0.01159,0.01718,0.0,0.3816,0.3819,
1.542,0.2531,0.03272,0.03392,0.03144,0.07275,0.009164,0.009062,0.01843,0.01166,0.01712,0.0,0.3816,0.3821,
1.542,0.2539,0.03257,0.0339,0.03147,0.07276,0.009196,0.009094,0.01837,0.01231,0.01647,0.0,0.3817,0.3822,
1.542,0.2688,0.03244,0.03387,0.03153,0.07273,0.009593,0.008765,0.0183,0.0128,0.01596,0.0,0.3817,0.3823,
1.541,0.2674,0.03221,0.03393,0.03157,0.07268,0.009636,0.008894,0.01814,0.01292,0.01569,0.0,0.3819,0.3824,
1.543,0.2579,0.03255,0.03395,0.03149,0.07263,0.009616,0.009072,0.0179,0.01299,0.01589,0.0,0.3819,0.382,
1.542,0.2624,0.03233,0.03389,0.03154,0.0725,0.009679,0.009196,0.01772,0.01299,0.01589,0.0,0.3819,0.3823,
1.541,0.25,0.03221,0.03385,0.0315,0.07252,0.009797,0.00906,0.0177,0.01355,0.01518,0.0,0.382,0.3826,
1.541,0.2518,0.0322,0.03382,0.03157,0.07244,0.009829,0.009169,0.01756,0.01369,0.01497,0.0,0.3821,0.3827,
1.539,0.2535,0.03153,0.03396,0.03164,0.07239,0.009904,0.009366,0.01731,0.01391,0.0145,0.0,0.3823,0.3832,
1.539,0.2578,0.03146,0.03396,0.03172,0.07213,0.009907,0.00945,0.01731,0.01404,0.0143,0.0,0.3824,0.3833,
1.538,0.2529,0.03131,0.034,0.03176,0.0721,0.009908,0.009567,0.0172,0.01426,0.01409,0.0,0.3825,0.3833,
1.537,0.2576,0.03122,0.034,0.03169,0.072,0.009772,0.009539,0.0172,0.01435,0.01386,0.0,0.3826,0.3838,
1.536,0.2635,0.03075,0.03393,0.03174,0.07206,0.009842,0.009706,0.017,0.01438,0.0138,0.0,0.3826,0.3842,
1.54,0.2517,0.03238,0.03389,0.03179,0.072,0.009836,0.009752,0.01691,0.01438,0.0138,0.0,0.3827,0.3826,
1.541,0.2591,0.03233,0.0338,0.03168,0.07188,0.009898,0.009757,0.01688,0.01435,0.01456,0.0,0.3824,0.3825,
1.541,0.2643,0.03214,0.03379,0.03169,0.07185,0.009974,0.009822,0.01675,0.01435,0.01456,0.0,0.3825,0.3826,
1.541,0.2682,0.03207,0.03374,0.03175,0.0719,0.009975,0.009823,0.01679,0.01431,0.01448,0.0,0.3825,0.3827,
1.54,0.2556,0.03175,0.03373,0.03181,0.07176,0.01005,0.01012,0.01642,0.01464,0.01416,0.0,0.3826,0.383,
1.542,0.2552,0.03223,0.03375,0.03184,0.07176,0.009984,0.01021,0.01636,0.01479,0.01411,0.0,0.3826,0.3823,
1.542,0.254,0.03186,0.03376,0.03188,0.07157,0.01002,0.01016,0.01635,0.01522,0.01422,0.0,0.3825,0.3824,
1.541,0.2514,0.0317,0.03375,0.03181,0.07161,0.01005,0.01025,0.01624,0.0155,0.01375,0.0,0.3826,0.3827,
1.542,0.2482,0.03178,0.03369,0.03187,0.07157,0.01005,0.01029,0.01624,0.01561,0.01376,0.0,0.3827,0.3825,
