entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.178,0.3362,0.1061,0.09078,0.06855,0.1245,0.05453,0.03941,0.03064,0.03409,0.03504,0.2068,0.2096,
2.177,0.3495,0.106,0.09069,0.06848,0.1243,0.05448,0.03937,0.0306,0.03405,0.03501,0.2077,0.2094,
2.176,0.3378,0.1058,0.0905,0.06833,0.1241,0.05436,0.03929,0.03054,0.03398,0.03494,0.2093,0.2089,
2.175,0.3328,0.1057,0.09044,0.06829,0.1236,0.05432,0.03926,0.03052,0.03396,0.03491,0.2102,0.2088,
2.175,0.3341,0.1057,0.09044,0.06829,0.1236,0.05432,0.03926,0.03052,0.03396,0.03491,0.2102,0.2088,
2.175,0.3366,0.105,0.09045,0.06835,0.1237,0.05437,0.0393,0.03055,0.03399,0.03494,0.2104,0.209,
2.182,0.3349,0.1014,0.09045,0.06835,0.1237,0.05395,0.03919,0.03042,0.03399,0.04124,0.2041,0.2133,
2.184,0.3541,0.1035,0.09045,0.06835,0.1237,0.05395,0.03919,0.03042,0.03399,0.04124,0.2041,0.2111,
2.179,0.3388,0.1029,0.09049,0.06838,0.1233,0.05081,0.03908,0.03043,0.034,0.04126,0.2042,0.2152,
2.178,0.3386,0.1027,0.09034,0.06827,0.1227,0.05073,0.03901,0.03038,0.03395,0.04119,0.2059,0.2148,
2.174,0.355,0.1026,0.08987,0.0682,0.1217,0.04947,0.03868,0.03036,0.03392,0.04116,0.2078,0.2162,
2.172,0.3458,0.1037,0.08983,0.06823,0.1215,0.04752,0.03869,0.03037,0.03394,0.04118,0.2079,0.2171,
2.171,0.3353,0.1035,0.08977,0.06818,0.1212,0.04749,0.03867,0.03035,0.03391,0.04115,0.2088,0.217,
2.169,0.3218,0.1033,0.08988,0.06828,0.1198,0.04626,0.03874,0.0304,0.03397,0.04122,0.2093,0.2188,
2.171,0.3309,0.1061,0.08988,0.06828,0.1198,0.04626,0.03874,0.0304,0.03397,0.04122,0.2093,0.216,
2.174,0.3142,0.1114,0.08939,0.06827,0.1195,0.04629,0.03876,0.03042,0.03399,0.04125,0.2105,0.2102,
2.185,0.3077,0.1114,0.08943,0.0683,0.1191,0.04631,0.03878,0.03043,0.03401,0.04855,0.2033,0.2104,
2.185,0.314,0.1103,0.08943,0.0683,0.1191,0.04631,0.03878,0.03043,0.03401,0.04855,0.2033,0.2115,
