FeCyCy,FeEnEr,FeEnPm,FeEnRabA,FeEnRabB,FeEnRabC,FeEnRabD,FeEnRabE,FeEnRabF,FeEnRabG,FeEnRabH,FeEnRabI,FeEnRabL,GLUT4AbEr,GLUT4AbPm,GLUT4AbRabA,GLUT4AbRabB,GLUT4AbRabC,GLUT4AbRabD,GLUT4AbRabE,GLUT4AbRabF,GLUT4AbRabG,GLUT4AbRabH,GLUT4AbRabI,GLUT4AbRabL,GLUT4EnEr,GLUT4EnPm,GLUT4EnRabA,GLUT4EnRabB,GLUT4EnRabC,GLUT4EnRabD,GLUT4EnRabE,GLUT4EnRabF,GLUT4EnRabG,GLUT4EnRabH,GLUT4EnRabI,GLUT4EnRabL,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,membraneMarkerRabL,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,mvbRabL,ovaEnEr,ovaEnPm,ovaEnRabA,ovaEnRabB,ovaEnRabC,ovaEnRabD,ovaEnRabE,ovaEnRabF,ovaEnRabG,ovaEnRabH,ovaEnRabI,ovaEnRabL,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,protonEnRabL,R-TfaEnEr,R-TfaEnPm,R-TfaEnRabA,R-TfaEnRabB,R-TfaEnRabC,R-TfaEnRabD,R-TfaEnRabE,R-TfaEnRabF,R-TfaEnRabG,R-TfaEnRabH,R-TfaEnRabI,R-TfaEnRabL,R-TfEnEr,R-TfEnPm,R-TfEnRabA,R-TfEnRabB,R-TfEnRabC,R-TfEnRabD,R-TfEnRabE,R-TfEnRabF,R-TfEnRabG,R-TfEnRabH,R-TfEnRabI,R-TfEnRabL,REnEr,REnPm,REnRabA,REnRabB,REnRabC,REnRabD,REnRabE,REnRabF,REnRabG,REnRabH,REnRabI,REnRabL,solubleMarkerEr,solubleMarkerPm,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,solubleMarkerRabF,solubleMarkerRabG,solubleMarkerRabH,solubleMarkerRabI,solubleMarkerRabL,TfaEnEr,TfaEnPm,TfaEnRabA,TfaEnRabB,TfaEnRabC,TfaEnRabD,TfaEnRabE,TfaEnRabF,TfaEnRabG,TfaEnRabH,TfaEnRabI,TfaEnRabL,TfEnEr,TfEnPm,TfEnRabA,TfEnRabB,TfEnRabC,TfEnRabD,TfEnRabE,TfEnRabF,TfEnRabG,TfEnRabH,TfEnRabI,TfEnRabL,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1478,562.1,328.9,504.2,53.41,141.1,21.94,1.618,0.6506,0.1008,0.2111,1226.0,84.4,1283.0,819.2,2269.0,369.1,435.0,223.3,13.93,2.539,0.7213,1.083,11460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,125.3,36.53,10.28,135.2,4.585,0.3849,0.4986,0.07152,0.1526,15.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.093E-5,10630.0,173000.0,3579.0,1215.0,650.8,8624.0,2140.0,656.0,3023.0,1157.0,1953.0,352.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1128.0,962.3,2747.0,1309.0,304.0,23.09,1.288,3.511,1.01,0.76,145.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1482,564.3,323.7,514.9,96.75,196.4,23.53,1.413,0.3064,0.1378,0.2267,1119.0,84.4,1293.0,810.5,2330.0,814.5,1023.0,244.3,13.38,1.469,1.013,1.208,10350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,131.5,34.7,10.66,134.6,4.455,0.2391,0.1999,0.07228,0.1601,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.089E-5,10640.0,173100.0,3617.0,1219.0,622.6,8643.0,2103.0,666.7,2967.0,1182.0,1949.0,343.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1133.0,928.8,2741.0,1311.0,291.6,31.17,0.6931,2.094,1.112,0.6181,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1482,535.5,351.5,490.4,48.75,139.7,23.06,1.523,0.3026,0.1386,0.2286,1249.0,84.4,1231.0,907.9,2072.0,327.5,403.7,239.9,14.44,1.426,1.018,1.221,11680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,132.3,35.58,9.767,133.1,4.627,0.4563,0.2038,0.07523,0.1652,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.081E-5,10640.0,173100.0,3845.0,1193.0,629.0,8638.0,2116.0,672.5,3016.0,1136.0,2056.0,353.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1018.0,1043.0,2779.0,1351.0,282.0,21.47,0.5837,2.042,0.9966,0.5679,127.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1482,537.4,345.2,503.6,48.47,140.2,22.93,1.523,0.3028,0.1384,0.2288,1240.0,84.4,1238.0,867.9,2183.0,340.5,404.9,238.4,14.44,1.428,1.016,1.224,11590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,132.8,36.52,8.831,130.6,4.619,0.4498,0.1997,0.07332,0.161,21.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.081E-5,10640.0,173100.0,3811.0,1214.0,621.2,8622.0,2106.0,660.8,3061.0,1113.0,2046.0,354.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1026.0,1046.0,2749.0,1356.0,284.8,21.48,0.5835,2.035,0.9986,0.5726,137.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1482,532.0,348.9,494.8,51.22,147.3,23.02,1.562,0.303,0.138,0.229,1241.0,84.4,1235.0,834.0,2139.0,366.8,454.4,239.0,14.69,1.431,1.012,1.224,11590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,128.9,35.59,9.043,131.4,4.62,0.4609,0.1975,0.07299,0.1593,28.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.073E-5,10640.0,173100.0,3852.0,1221.0,626.0,8621.0,2092.0,652.9,3110.0,1081.0,2066.0,376.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1035.0,1066.0,2728.0,1340.0,290.2,24.55,1.368,2.028,0.9954,0.584,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1483,530.3,352.6,483.7,51.44,143.5,22.84,1.622,0.3094,0.1379,0.2288,1254.0,84.4,1234.0,821.7,2073.0,368.2,439.4,237.8,15.27,1.498,1.014,1.22,11690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,128.7,39.36,9.151,129.3,4.632,0.4834,0.1943,0.07233,0.1567,29.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.073E-5,10640.0,173200.0,3831.0,1253.0,627.7,8610.0,2088.0,660.5,3069.0,1124.0,2064.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1063.0,1099.0,2693.0,1314.0,287.9,24.21,1.167,2.631,1.0,0.5807,139.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,531.8,350.2,494.3,51.73,143.0,22.83,1.604,0.2833,0.136,0.2148,1244.0,84.4,1238.0,824.2,2169.0,367.0,458.5,237.7,15.12,1.368,1.012,1.169,11570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,123.2,48.0,9.461,120.3,4.641,0.5165,0.1898,0.07088,0.1527,31.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.065E-5,10650.0,173200.0,3777.0,1315.0,632.2,8567.0,2085.0,666.8,3021.0,1169.0,2052.0,379.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1069.0,1099.0,2679.0,1305.0,294.2,23.34,0.4716,4.219,1.026,0.456,149.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,529.6,351.0,486.3,61.43,124.5,22.82,1.608,0.2853,0.1367,0.2176,1262.0,84.4,1233.0,843.6,2108.0,469.7,357.4,237.8,15.13,1.369,1.008,1.173,11610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,132.3,41.79,8.115,120.8,4.629,0.5125,0.1872,0.07001,0.1501,31.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.065E-5,10650.0,173200.0,3803.0,1284.0,617.9,8603.0,2081.0,668.6,2947.0,1248.0,2200.0,378.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1063.0,1113.0,2682.0,1316.0,270.6,23.26,0.4822,4.123,1.115,0.4573,151.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,529.6,337.6,502.9,57.09,130.7,22.7,1.603,0.2857,0.1366,0.2183,1257.0,84.4,1233.0,804.6,2153.0,423.5,368.5,236.5,15.04,1.361,1.004,1.161,11640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,131.1,42.37,8.953,117.4,4.581,0.5195,0.189,0.07208,0.1533,35.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.061E-5,10650.0,173200.0,3817.0,1262.0,618.7,8583.0,2062.0,663.2,2995.0,1222.0,2186.0,393.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1063.0,1065.0,2723.0,1328.0,266.1,23.16,0.4937,3.812,1.421,0.4632,151.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,529.4,346.4,524.1,52.19,136.9,22.74,1.607,0.2879,0.1481,0.2067,1226.0,84.4,1240.0,842.9,2443.0,376.7,387.2,236.6,15.05,1.368,1.018,1.113,11340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,117.1,47.82,9.305,121.9,4.576,0.5158,0.1868,0.07098,0.151,37.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.053E-5,10650.0,173200.0,3684.0,1312.0,625.5,8623.0,2066.0,659.6,2969.0,1258.0,2190.0,397.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1075.0,1104.0,2614.0,1331.0,284.3,28.58,0.4946,4.109,1.158,0.4435,182.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,526.6,344.1,495.1,61.68,132.3,22.75,1.615,0.2865,0.146,0.2059,1256.0,84.4,1233.0,785.2,2137.0,458.5,389.9,236.8,15.14,1.359,1.001,1.11,11620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,111.7,45.32,10.63,124.0,4.542,0.5299,0.1859,0.07218,0.1515,37.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.049E-5,10650.0,173200.0,3681.0,1273.0,629.1,8644.0,2074.0,665.4,2951.0,1315.0,2183.0,392.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1063.0,1085.0,2692.0,1342.0,254.3,28.8,0.5341,3.837,1.379,0.4459,154.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,526.6,342.3,522.6,56.56,134.4,22.7,1.622,0.2863,0.1462,0.2059,1233.0,84.4,1234.0,836.6,2359.0,394.8,398.1,236.1,15.26,1.361,1.002,1.11,11400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,113.6,44.99,11.08,123.6,4.536,0.5272,0.1847,0.07139,0.1501,38.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.049E-5,10650.0,173300.0,3654.0,1274.0,636.5,8640.0,2075.0,659.9,2940.0,1323.0,2185.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1075.0,1059.0,2697.0,1331.0,256.4,28.71,0.5123,3.764,1.469,0.454,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,528.7,324.6,501.2,53.62,146.7,22.63,1.759,0.2862,0.1465,0.2051,1260.0,84.4,1258.0,773.7,2118.0,376.3,438.6,228.2,15.3,1.362,1.011,1.103,11670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,112.3,47.32,9.818,123.5,4.532,0.5418,0.1809,0.06968,0.146,39.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.045E-5,10650.0,173300.0,3614.0,1281.0,626.5,8641.0,2065.0,643.0,2952.0,1406.0,2110.0,398.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1079.0,1014.0,2704.0,1356.0,282.5,32.14,1.48,3.722,1.525,0.4431,151.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,522.0,345.5,476.2,54.46,159.3,22.64,1.856,0.3536,0.1524,0.2509,1258.0,84.4,1242.0,804.1,1979.0,349.6,453.6,227.8,15.92,1.505,1.022,1.19,11800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,109.5,49.11,9.91,123.5,4.529,0.511,0.1896,0.07087,0.1523,43.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.037E-5,10650.0,173300.0,3640.0,1312.0,624.7,8624.0,2063.0,644.9,2851.0,1522.0,2147.0,410.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1072.0,1067.0,2674.0,1350.0,287.6,32.06,1.599,4.272,1.26,0.623,135.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,522.0,355.1,473.3,81.28,154.2,25.09,1.847,0.3542,0.1529,0.2505,1227.0,84.4,1242.0,871.4,1975.0,613.5,431.4,247.6,15.86,1.516,1.029,1.185,11480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,117.5,42.03,11.84,118.0,4.531,0.5658,0.1841,0.06866,0.1468,43.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.037E-5,10650.0,173300.0,3652.0,1271.0,641.4,8595.0,2064.0,622.3,2899.0,1511.0,2130.0,411.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1083.0,1080.0,2681.0,1302.0,280.3,34.94,1.576,4.255,1.282,0.6189,157.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,522.1,352.5,476.4,68.1,154.5,24.97,1.845,0.3542,0.153,0.2498,1239.0,84.4,1244.0,860.5,1999.0,484.5,431.8,245.9,15.84,1.522,1.032,1.179,11600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,118.7,45.16,11.3,117.2,4.533,0.5665,0.1834,0.06886,0.1467,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.033E-5,10650.0,173300.0,3645.0,1269.0,639.9,8579.0,2059.0,602.7,2911.0,1519.0,2125.0,411.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1083.0,1082.0,2663.0,1327.0,280.4,33.51,1.589,4.23,1.296,0.6144,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,523.1,349.6,492.4,56.57,161.5,24.32,1.927,0.3775,0.2614,0.1945,1230.0,84.4,1252.0,851.2,2192.0,358.7,493.4,232.7,16.0,1.645,1.309,1.013,11480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,116.2,48.3,9.079,113.7,4.416,0.3675,0.2594,0.1693,0.1414,44.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.029E-5,10650.0,173300.0,3621.0,1268.0,629.6,8574.0,2042.0,583.0,3418.0,1063.0,2107.0,421.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1121.0,1068.0,2626.0,1337.0,275.0,33.36,1.696,4.401,0.8393,0.373,157.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,520.4,350.3,478.0,68.58,162.1,24.15,1.878,0.3796,0.2625,0.1951,1234.0,84.4,1251.0,864.9,2013.0,485.5,495.1,231.8,15.36,1.652,1.31,1.014,11520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6746.0,116.5,48.22,10.55,115.5,4.484,0.6268,0.2752,0.1774,0.1472,43.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.021E-5,10650.0,173400.0,3647.0,1276.0,635.5,8542.0,2043.0,593.5,3309.0,1158.0,2143.0,417.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,1126.0,1082.0,2624.0,1311.0,288.5,33.5,1.801,4.407,0.8885,0.3857,153.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
