FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
1.86797E-4,5.63741,1.89646E-4,0.0661584,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3931000000000006E-24,4.35155E-7,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,7.05256,0.0,0.0,29.3166,0.0,201.0,342168.0,
0.0187138,5.61845,0.0191643,0.0661596,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39208E-24,1.61127E-6,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.83857,0.0,0.0,48.6011,0.0,301.0,342032.0,
0.158151,5.43605,0.201561,0.0661613,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38869E-24,3.42325E-6,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.7227,0.0,0.0,63.7105,0.0,401.0,341724.0,
0.312091,4.96608,0.671515,0.066163,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38734E-24,5.28809E-6,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.64931,0.0,0.0,75.6012,0.0,501.0,341621.0,
0.329214,4.36192,1.27569,0.0661647,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3856400000000004E-24,6.78387E-6,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.59918,0.0,0.0,84.93,0.0,601.0,341451.0,
0.2936,3.76523,1.87238,0.0661656,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38395E-24,7.91763E-6,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.56346,0.0,0.0,92.25,0.0,701.0,341280.0,
0.252676,3.22561,2.41199,0.0661666,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3822600000000005E-24,8.80188E-6,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.5373,0.0,0.0,97.9912,0.0,801.0,341109.0,
0.215674,2.75321,2.88439,0.0661673,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37989E-24,9.5226E-6,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.51777,0.0,0.0,102.471,0.0,901.0,340871.0,
0.183669,2.34537,3.29223,0.0661681,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37854E-24,1.01405E-5,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.50297,0.0,0.0,106.006,0.0,1001.0,340700.0,
0.156235,1.99562,3.64199,0.0661685,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3775300000000006E-24,1.0689E-5,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.49174,0.0,0.0,108.785,0.0,1101.0,340632.0,
0.132721,1.69679,3.94082,0.066169,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37449E-24,1.11826E-5,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.48308,0.0,0.0,110.895,0.0,1201.0,340326.0,
0.112713,1.44202,4.19558,0.0661695,24216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37213E-24,1.16445E-5,24216.6,0.0,0.0,0.0,1.0,1.52836E-21,0.0,0.0,6.47639,0.0,0.0,112.554,0.0,1301.0,340087.0,
0.0900631,1.04756,3.64378,5.62447,37381.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07486E-24,1.09598E-5,37381.1,0.0,0.0,0.0,1.0,2.5283599999999997E-21,0.0,0.0,6.47158,0.0,0.0,175.738,0.0,1401.0,523492.0,
0.0706934,0.88973,3.80162,5.62447,37381.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07486E-24,1.13112E-5,37381.1,0.0,0.0,0.0,1.0,2.5283599999999997E-21,0.0,0.0,6.46774,0.0,0.0,177.309,0.0,1501.0,523492.0,
0.0594174,0.755558,3.93578,5.62447,37381.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07486E-24,1.16545E-5,37381.1,0.0,0.0,0.0,1.0,2.5283599999999997E-21,0.0,0.0,6.46474,0.0,0.0,178.544,0.0,1601.0,523492.0,
0.0503859,0.641542,4.04979,5.62447,37381.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07486E-24,1.19921E-5,37381.1,0.0,0.0,0.0,1.0,2.5283599999999997E-21,0.0,0.0,6.4624,0.0,0.0,179.515,0.0,1701.0,523492.0,
