FeEn,GLUT4En,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,0.0,5.95624,0.0,13.1431,0.0,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46717,0.0,0.0,2.67359,0.0,40101.0,107712.0,
0.0,0.0,5.95624,0.0,13.1431,0.0,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46717,0.0,0.0,2.67359,0.0,40201.0,107712.0,
0.0,0.0,5.95624,0.0,13.1431,0.0,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46717,0.0,0.0,2.67359,0.0,40301.0,107712.0,
0.0,0.0,7.26207,0.0,15.9933,0.0,17592.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.50779,0.0,0.0,3.68384,0.0,40401.0,150796.0,
0.0,0.0,7.26207,0.0,15.9933,0.0,16185.5,1407.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.50779,0.0,0.0,3.68384,0.0,40501.0,150796.0,
0.0,0.0,7.26207,0.0,15.9933,0.0,16185.5,1407.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.50779,0.0,0.0,3.68384,0.0,40601.0,150796.0,
0.0,0.0,7.26207,0.0,15.9933,0.0,16185.5,1407.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.50779,0.0,0.0,3.68384,0.0,40701.0,150796.0,
0.0,0.0,7.26207,0.0,15.9933,0.0,16185.5,1407.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.50779,0.0,0.0,3.68384,0.0,40801.0,150796.0,
0.0,0.0,7.26207,0.0,15.9933,0.0,16185.5,1407.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.50779,0.0,0.0,3.68384,0.0,40901.0,150796.0,
0.0,0.0,7.26207,0.0,15.9933,0.0,16185.5,1407.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.50779,0.0,0.0,3.68384,0.0,41001.0,150796.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,12566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,41901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42001.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,42901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43001.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,11561.1,1005.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,10636.2,1930.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,10636.2,1930.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,10636.2,1930.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,43901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,10636.2,1930.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44001.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,10636.2,1930.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,10636.2,1930.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,44901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45001.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,45901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46001.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9785.28,2781.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,46901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47001.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,47901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48001.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,48901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49001.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49101.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49201.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49301.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49401.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49501.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49601.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49701.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49801.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,49901.0,100531.0,
0.0,0.0,5.18843,0.0,11.4264,0.0,9002.46,3563.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.46478,0.0,0.0,2.44761,0.0,50001.0,100531.0,
