FeEn,GLUT4En,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,2601.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,2701.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,2801.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,2901.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3001.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3101.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3201.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3301.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3401.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3501.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3601.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3701.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3801.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,3901.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4001.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4101.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4201.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4301.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4401.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4501.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4601.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4701.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4801.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,4901.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5001.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5101.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5201.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5301.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5401.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5501.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5601.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5701.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5801.0,673979.0,
0.0,0.0,9.33762,0.0,0.169155,39647.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39647.9,0.0,0.0,0.0,1.0,3.01181E-21,0.0,0.0,7.38422,0.0,0.0,26.8244,0.0,5901.0,673979.0,
