R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
8.2E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,3.0,2.3E-6,0.0,0.0,0.0,31000.0,1.0,5.0E8,
5.1E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,5.0,3.4E-5,0.0,0.0,0.0,61000.0,1.0,5.0E8,
5.1E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,5.0,1.4E-4,0.0,0.0,0.0,84000.0,1.0,5.0E8,
5.0E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,7.0,3.7E-4,0.0,0.0,0.0,100000.0,1.0,5.0E8,
5.0E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,7.0,9.1E-4,0.0,0.0,0.0,130000.0,1.0,5.0E8,
5.0E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,8.0,0.0015,0.0,0.0,0.0,140000.0,1.0,5.0E8,
5.0E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,8.0,0.003,0.0,0.0,0.0,160000.0,1.0,5.0E8,
5.0E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,9.0,0.0047,0.0,0.0,0.0,170000.0,1.0,5.0E8,
5.0E-42,2.7,3199999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3199999.9999999995,36.0,0.0,0.0,0.0,10.0,0.0061,0.0,0.0,0.0,180000.0,1.0,5.0E8,
5.0E-42,2.7,3099999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3099999.9999999995,36.0,0.0,0.0,0.0,11.0,0.0072,0.0,0.0,0.0,190000.0,1.0,5.0E8,
5.0E-42,2.7,3099999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3099999.9999999995,35.0,0.0,0.0,0.0,17.0,0.0094,0.0,0.0,0.0,200000.0,1.0,5.0E8,
5.0E-42,2.7,3099999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3099999.9999999995,35.0,0.0,0.0,0.0,17.0,0.013,0.0,0.0,0.0,210000.0,1.0,5.0E8,
5.0E-42,2.7,3099999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3099999.9999999995,35.0,0.0,0.0,0.0,17.0,0.019,0.0,0.0,0.0,220000.0,1.0,5.0E8,
5.0E-42,2.7,3099999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3099999.9999999995,35.0,0.0,0.0,0.0,17.0,0.027,0.0,0.0,0.0,230000.0,1.0,5.0E8,
4.9E-42,2.7,3099999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3099999.9999999995,35.0,0.0,0.0,0.0,18.0,0.038,0.0,0.0,0.0,250000.0,1.0,5.0E8,
4.9E-42,2.7,3099999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3099999.9999999995,35.0,0.0,0.0,0.0,19.0,0.054,0.0,0.0,0.0,260000.0,1.0,5.0E8,
4.9E-42,2.7,3099999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3099999.9999999995,35.0,0.0,0.0,0.0,19.0,0.058,0.0,0.0,0.0,270000.0,1.0,5.0E8,
1.7E-34,10.0,2999999.9999999995,98000.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,110.0,0.91,0.91,0.0,22.0,0.061,0.0,0.0,0.0,260000.0,1.0,5.0E8,
1.6E-34,9.4,2999999.9999999995,90000.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,100.0,0.85,0.85,0.0,25.0,0.099,0.0,0.0,0.0,240000.0,1.0,5.0E8,
1.6E-34,9.4,2999999.9999999995,90000.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,100.0,0.85,0.85,0.0,25.0,0.084,0.0,0.0,0.0,240000.0,1.0,5.0E8,
1.6E-34,9.4,2999999.9999999995,90000.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,100.0,0.85,0.85,0.0,27.0,0.087,0.0,0.0,0.0,240000.0,1.0,5.0E8,
1.6E-34,9.4,2999999.9999999995,90000.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,100.0,0.85,0.85,0.0,27.0,0.1,0.0,0.0,0.0,240000.0,1.0,5.0E8,
1.6E-34,9.4,2999999.9999999995,90000.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3099999.9999999995,100.0,0.85,0.85,0.0,27.0,0.13,0.0,0.0,0.0,250000.0,1.0,5.0E8,
